Region,Industry,2017_c,2017_w,2018_c,2018_w,2019_c,2019_w,2020_c,2020_w,2021_c,2021_w,2022_c,2022_w,2019_diff_2018,2020_diff_2019,2021_diff_2020,2022_diff_2021,2023_predict
인천광역시 옹진군,A,7,101,6,50,8,50,7,36,9,52,9,51,0,-14,16,-1,big_increase
인천광역시 옹진군,B,1,3,0,0,1,4,1,6,0,0,0,0,4,2,-6,0,big_increase
인천광역시 옹진군,C,28,154,34,160,37,394,28,335,27,138,30,136,234,-59,-197,-2,big_increase
인천광역시 옹진군,D,16,805,16,776,16,905,16,987,13,1033,14,1017,129,82,46,-16,big_increase
인천광역시 옹진군,E,2,4,2,5,3,7,4,8,3,9,4,12,2,1,1,3,big_increase
인천광역시 옹진군,F,56,728,62,762,70,991,67,969,79,934,79,891,229,-22,-35,-43,big_increase
인천광역시 옹진군,G,70,234,65,234,84,308,85,262,74,226,73,245,74,-46,-36,19,big_increase
인천광역시 옹진군,H,18,133,19,116,22,188,20,125,20,101,22,133,72,-63,-24,32,big_increase
인천광역시 옹진군,I,207,650,177,584,248,842,172,575,143,454,142,475,258,-267,-121,21,big_increase
인천광역시 옹진군,J,6,23,5,18,5,21,5,18,5,20,6,21,3,-3,2,1,big_increase
인천광역시 옹진군,K,15,99,15,108,15,106,13,109,12,97,13,108,-2,3,-12,11,big_increase
인천광역시 옹진군,L,4,9,9,17,10,19,13,28,22,48,17,26,2,9,20,-22,big_increase
인천광역시 옹진군,M,1,1,2,3,2,9,3,8,3,8,2,5,6,-1,0,-3,big_increase
인천광역시 옹진군,N,21,155,21,118,25,106,27,85,22,221,24,234,-12,-21,136,13,big_increase
인천광역시 옹진군,P,7,27,6,20,4,22,4,13,4,16,3,16,2,-9,3,0,big_increase
인천광역시 옹진군,Q,25,286,27,287,30,326,28,323,31,328,30,346,39,-3,5,18,big_increase
인천광역시 옹진군,R,9,43,8,40,8,47,9,55,14,84,14,69,7,8,29,-15,big_increase
인천광역시 옹진군,S,59,91,60,79,72,98,77,99,70,112,84,140,19,1,13,28,big_increase
광주광역시 동구,A,2,10,4,23,3,9,4,7,5,8,8,16,-14,-2,1,8,big_increase
광주광역시 동구,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,big_increase
광주광역시 동구,C,377,1453,353,1327,314,1234,270,995,280,1072,286,1100,-93,-239,77,28,small_increase
광주광역시 동구,D,15,40,16,44,26,60,16,31,12,35,11,23,16,-29,4,-12,big_increase
광주광역시 동구,E,5,55,3,50,4,58,4,58,9,123,11,140,8,0,65,17,big_increase
광주광역시 동구,F,350,3363,341,3404,326,4157,263,3881,293,3753,317,4064,753,-276,-128,311,small_increase
광주광역시 동구,G,2463,10130,2215,9205,2328,9111,1460,5690,1485,5860,1508,6056,-94,-3421,170,196,small_decrease
광주광역시 동구,H,106,954,111,1113,106,1000,69,994,66,1048,68,1079,-113,-6,54,31,big_increase
광주광역시 동구,I,1685,6669,1558,6553,1665,6538,1027,4200,1100,4398,1230,5077,-15,-2338,198,679,small_decrease
광주광역시 동구,J,153,913,119,981,114,2173,118,2122,173,4021,218,4055,1192,-51,1899,34,small_increase
광주광역시 동구,K,314,4901,277,4357,274,4109,247,3849,256,3877,253,3932,-248,-260,28,55,small_increase
광주광역시 동구,L,317,1324,342,1393,398,1349,363,1122,433,1401,482,1460,-44,-227,279,59,small_increase
광주광역시 동구,M,606,3498,621,3821,644,3704,583,3570,607,3673,632,3634,-117,-134,103,-39,small_increase
광주광역시 동구,N,278,5012,269,4725,254,5403,203,4240,218,4064,221,3951,678,-1163,-176,-113,small_increase
광주광역시 동구,P,444,5023,375,4884,402,5596,282,5325,288,4760,294,5189,712,-271,-565,429,small_increase
광주광역시 동구,Q,442,9313,431,9429,452,10223,433,11617,459,13140,479,13474,794,1394,1523,334,small_increase
광주광역시 동구,R,261,1327,231,1344,260,1422,159,1087,159,973,175,843,78,-335,-114,-130,big_increase
광주광역시 동구,S,793,2242,687,1964,711,2217,542,1475,530,1300,574,1489,253,-742,-175,189,small_increase
광주광역시 서구,A,10,108,10,82,8,70,7,76,8,48,12,79,-12,6,-28,31,big_increase
광주광역시 서구,B,5,40,6,47,6,39,7,28,6,30,7,17,-8,-11,2,-13,big_increase
광주광역시 서구,C,483,10385,482,10359,525,10022,484,10047,480,9909,507,10729,-337,25,-138,820,small_increase
광주광역시 서구,D,27,326,37,357,32,351,31,357,32,382,31,382,-6,6,25,0,big_increase
광주광역시 서구,E,21,515,18,516,20,540,22,621,28,647,36,686,24,81,26,39,big_increase
광주광역시 서구,F,1294,15593,1350,16465,1375,17342,1273,16254,1351,17559,1482,18118,877,-1088,1305,559,small_increase
광주광역시 서구,G,3535,19095,3392,18972,3735,20122,3225,16435,3351,16903,3355,16096,1150,-3687,468,-807,small_increase
광주광역시 서구,H,168,4365,177,4246,193,4166,153,3809,151,4194,159,3535,-80,-357,385,-659,small_increase
광주광역시 서구,I,2608,12303,2573,12779,2854,13731,1950,9517,2027,9393,2109,10136,952,-4214,-124,743,small_increase
광주광역시 서구,J,167,1572,176,1674,171,1635,157,1377,149,1784,182,1651,-39,-258,407,-133,small_increase
광주광역시 서구,K,648,14099,638,14347,645,12629,598,11506,625,12425,623,11181,-1718,-1123,919,-1244,small_decrease
광주광역시 서구,L,645,6456,700,7027,779,7352,787,6474,830,7947,915,8684,325,-878,1473,737,small_increase
광주광역시 서구,M,702,5059,743,5909,842,6570,823,6800,832,6594,878,6476,661,230,-206,-118,small_increase
광주광역시 서구,N,439,10136,458,11040,482,11066,460,10079,465,10143,468,9195,26,-987,64,-948,small_increase
광주광역시 서구,P,720,4157,704,4187,741,4360,630,3706,610,3449,614,3474,173,-654,-257,25,small_increase
광주광역시 서구,Q,1048,12308,1026,12651,1039,13389,1030,14041,1023,16092,1074,17295,738,652,2051,1203,small_increase
광주광역시 서구,R,343,1732,394,1953,410,2467,268,1721,265,1302,266,1348,514,-746,-419,46,small_increase
광주광역시 서구,S,1224,5174,1221,5157,1258,5256,1062,3998,1010,3994,1066,4257,99,-1258,-4,263,small_decrease
광주광역시 남구,A,2,15,3,16,4,12,7,20,5,8,8,22,-4,8,-12,14,big_increase
광주광역시 남구,B,0,0,0,0,0,0,0,0,1,1,2,4,0,0,1,3,big_increase
광주광역시 남구,C,185,1393,182,1402,196,1341,175,1077,174,1039,168,1067,-61,-264,-38,28,big_increase
광주광역시 남구,D,4,11,16,23,28,36,24,29,11,14,4,4,13,-7,-15,-10,big_increase
광주광역시 남구,E,21,280,20,300,20,308,20,281,21,307,17,224,8,-27,26,-83,big_increase
광주광역시 남구,F,515,7246,552,7540,582,8065,420,8081,393,8049,396,7994,525,16,-32,-55,small_increase
광주광역시 남구,G,1169,5277,1195,5602,1314,6195,1089,4412,1021,4444,1036,4363,593,-1783,32,-81,small_decrease
광주광역시 남구,H,58,1769,63,2028,78,1533,51,1193,55,1538,47,1412,-495,-340,345,-126,small_increase
광주광역시 남구,I,1040,4175,1065,4485,1200,5090,819,3526,879,3860,961,4453,605,-1564,334,593,small_decrease
광주광역시 남구,J,81,985,91,1034,99,897,96,876,96,895,116,890,-137,-21,19,-5,big_increase
광주광역시 남구,K,94,791,100,865,98,827,97,765,97,895,100,893,-38,-62,130,-2,big_increase
광주광역시 남구,L,304,1475,348,1532,447,1768,434,1442,387,1703,421,1521,236,-326,261,-182,small_increase
광주광역시 남구,M,148,1128,154,1171,194,1421,180,1430,208,1372,219,1702,250,9,-58,330,big_increase
광주광역시 남구,N,152,2512,156,2504,176,1772,135,1442,144,1629,150,1498,-732,-330,187,-131,small_increase
광주광역시 남구,P,546,5769,551,5998,592,6019,575,5607,542,5550,544,5611,21,-412,-57,61,small_increase
광주광역시 남구,Q,708,10610,704,11907,727,13030,721,13819,711,13751,752,14941,1123,789,-68,1190,small_increase
광주광역시 남구,R,195,1021,220,1175,239,1031,158,691,168,818,169,837,-144,-340,127,19,small_increase
광주광역시 남구,S,641,2679,668,2875,725,2892,627,2393,584,2809,623,2438,17,-499,416,-371,small_increase
광주광역시 북구,A,2,94,4,17,2,4,7,14,9,20,10,19,-13,10,6,-1,big_increase
광주광역시 북구,B,1,6,1,6,3,9,1,8,1,1,1,1,3,-1,-7,0,big_increase
광주광역시 북구,C,1465,19739,1473,19365,1527,19180,1436,18702,1498,17912,1550,18638,-185,-478,-790,726,small_increase
광주광역시 북구,D,36,398,63,466,41,480,36,405,57,448,50,434,14,-75,43,-14,big_increase
광주광역시 북구,E,15,248,14,255,18,240,26,249,31,346,30,301,-15,9,97,-45,big_increase
광주광역시 북구,F,1510,19642,1565,21851,1578,20833,1314,18603,1504,20743,1561,21358,-1018,-2230,2140,615,small_decrease
광주광역시 북구,G,4119,19018,4020,19017,4173,19198,3640,15894,3616,16303,3659,16392,181,-3304,409,89,small_increase
광주광역시 북구,H,254,5433,253,6074,301,5825,233,4770,242,5122,227,5213,-249,-1055,352,91,small_decrease
광주광역시 북구,I,2876,11352,2896,11404,3070,12532,2033,8270,2283,9156,2386,10341,1128,-4262,886,1185,small_decrease
광주광역시 북구,J,140,1681,144,1593,184,1713,191,1845,235,2090,277,2205,120,132,245,115,small_increase
광주광역시 북구,K,252,3064,248,2905,253,3433,243,2868,246,2699,252,2672,528,-565,-169,-27,small_increase
광주광역시 북구,L,573,3650,619,3806,708,3494,680,3416,788,3790,805,3966,-312,-78,374,176,small_increase
광주광역시 북구,M,584,5144,579,4943,645,5435,632,5443,711,6611,822,7338,492,8,1168,727,small_increase
광주광역시 북구,N,404,8309,397,7639,436,8077,393,7211,428,7900,436,7831,438,-866,689,-69,small_decrease
광주광역시 북구,P,901,7632,875,7522,912,7877,776,6881,774,6851,755,6766,355,-996,-30,-85,small_increase
광주광역시 북구,Q,1286,17306,1280,17765,1311,19321,1326,20922,1340,23143,1393,23977,1556,1601,2221,834,small_increase
광주광역시 북구,R,527,2391,588,2649,591,2744,345,1656,355,1670,355,1735,95,-1088,14,65,small_increase
광주광역시 북구,S,1400,4626,1422,4814,1459,4749,1243,3681,1215,3891,1265,4195,-65,-1068,210,304,small_increase
광주광역시 광산구,A,8,197,12,207,9,238,15,254,17,251,18,285,31,16,-3,34,big_increase
광주광역시 광산구,B,2,6,1,4,0,0,0,0,2,7,3,8,-4,0,7,1,big_increase
광주광역시 광산구,C,3005,48645,3105,48914,3275,49410,3127,47515,3367,49207,3497,50257,496,-1895,1692,1050,small_increase
광주광역시 광산구,D,16,427,20,445,36,580,34,474,35,601,33,504,135,-106,127,-97,big_increase
광주광역시 광산구,E,72,584,72,564,83,646,78,576,94,841,90,635,82,-70,265,-206,big_increase
광주광역시 광산구,F,793,7578,867,8029,961,8029,896,6892,998,8086,1128,7995,0,-1137,1194,-91,small_decrease
광주광역시 광산구,G,3500,16368,3574,17177,3847,17950,3278,14543,3398,16364,3609,16066,773,-3407,1821,-298,small_increase
광주광역시 광산구,H,406,7133,440,7746,535,7688,433,6396,528,6655,560,6866,-58,-1292,259,211,small_decrease
광주광역시 광산구,I,2858,11874,2802,12329,3153,13770,2175,9404,2320,9953,2592,11049,1441,-4366,549,1096,small_increase
광주광역시 광산구,J,79,1145,89,1319,98,1589,96,1494,94,1133,129,1279,270,-95,-361,146,big_increase
광주광역시 광산구,K,160,1820,165,1876,174,1999,170,1810,167,1840,167,1777,123,-189,30,-63,small_increase
광주광역시 광산구,L,454,2343,497,2591,567,2756,551,2702,550,3152,632,2416,165,-54,450,-736,small_increase
광주광역시 광산구,M,260,1811,292,2364,333,2461,315,2273,361,2418,396,2796,97,-188,145,378,small_increase
광주광역시 광산구,N,287,4303,318,4170,399,4639,361,4247,382,5090,421,5075,469,-392,843,-15,small_increase
광주광역시 광산구,P,1009,7130,1021,7561,1050,7334,968,6408,845,6163,774,5794,-227,-926,-245,-369,small_increase
광주광역시 광산구,Q,1162,14491,1179,15697,1197,16571,1176,16503,1121,17434,1219,18440,874,-68,931,1006,small_increase
광주광역시 광산구,R,403,2116,452,2289,474,2224,297,1513,313,1519,347,1564,-65,-711,6,45,small_increase
광주광역시 광산구,S,1092,4045,1133,4302,1209,4673,991,3663,953,3513,1035,3672,371,-1010,-150,159,small_increase
대전광역시 동구,A,0,0,0,0,1,1,1,1,2,5,1,1,1,0,4,-4,big_increase
대전광역시 동구,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,big_increase
대전광역시 동구,C,898,4876,872,4774,899,4920,860,4644,870,4701,894,4849,146,-276,57,148,small_increase
대전광역시 동구,D,3,486,2,435,3,504,4,554,6,562,5,569,69,50,8,7,big_increase
대전광역시 동구,E,10,137,11,147,12,151,14,128,24,187,24,172,4,-23,59,-15,big_increase
대전광역시 동구,F,424,4584,417,4895,460,5339,361,5900,417,6283,451,6166,444,561,383,-117,small_increase
대전광역시 동구,G,1849,9550,1838,9668,1940,9903,1667,8180,1719,8707,1711,8666,235,-1723,527,-41,small_decrease
대전광역시 동구,H,153,5443,150,9759,166,5149,141,4980,157,4226,161,4519,-4610,-169,-754,293,small_increase
대전광역시 동구,I,1349,5488,1321,5548,1508,6070,1073,4377,1098,4527,1165,5025,522,-1693,150,498,small_decrease
대전광역시 동구,J,66,637,65,557,69,476,70,406,88,626,87,604,-81,-70,220,-22,big_increase
대전광역시 동구,K,104,1022,103,920,102,889,97,875,96,885,97,877,-31,-14,10,-8,big_increase
대전광역시 동구,L,242,1138,239,1155,232,1050,227,976,257,997,269,998,-105,-74,21,1,big_increase
대전광역시 동구,M,132,1503,135,1508,158,1678,144,1767,166,1964,180,1996,170,89,197,32,small_increase
대전광역시 동구,N,156,3308,153,3087,166,4222,159,4822,158,4261,167,4660,1135,600,-561,399,small_increase
대전광역시 동구,P,315,4788,295,4752,311,4733,260,4462,260,4565,274,4629,-19,-271,103,64,small_increase
대전광역시 동구,Q,737,7771,738,8307,735,8576,715,9528,723,9762,756,10116,269,952,234,354,small_increase
대전광역시 동구,R,157,718,185,811,198,851,115,485,121,502,135,598,40,-366,17,96,big_increase
대전광역시 동구,S,695,2158,724,2175,753,2417,689,2024,670,2031,673,2016,242,-393,7,-15,small_increase
대전광역시 중구,A,0,0,0,0,1,1,1,1,4,18,2,8,1,0,17,-10,big_increase
대전광역시 중구,B,0,0,0,0,1,5,1,4,1,3,1,1,5,-1,-1,-2,big_increase
대전광역시 중구,C,398,2396,410,2619,422,2613,365,2268,339,2003,342,2136,-6,-345,-265,133,small_increase
대전광역시 중구,D,3,293,3,368,3,341,7,353,6,353,2,374,-27,12,0,21,big_increase
대전광역시 중구,E,21,540,20,553,20,553,19,117,20,598,21,97,0,-436,481,-501,small_increase
대전광역시 중구,F,576,5997,626,6854,611,6852,464,6096,448,7473,536,6201,-2,-756,1377,-1272,small_decrease
대전광역시 중구,G,2471,11758,2331,11477,2439,11598,1906,9028,1677,8211,1713,8281,121,-2570,-817,70,small_increase
대전광역시 중구,H,148,3581,156,3695,165,3116,135,2966,136,2576,133,2569,-579,-150,-390,-7,small_increase
대전광역시 중구,I,1790,7687,1830,7754,2012,8362,1313,5396,1281,5177,1416,5910,608,-2966,-219,733,small_increase
대전광역시 중구,J,99,1247,91,1233,106,1206,101,1168,112,1332,157,1621,-27,-38,164,289,small_increase
대전광역시 중구,K,311,6113,301,5619,273,5937,256,5291,240,5923,229,4717,318,-646,632,-1206,small_increase
대전광역시 중구,L,277,1567,291,1689,319,1720,316,1680,266,1601,310,1605,31,-40,-79,4,small_increase
대전광역시 중구,M,270,1782,281,1836,291,1938,259,1569,261,1722,250,1541,102,-369,153,-181,small_increase
대전광역시 중구,N,314,9697,308,9544,341,7849,315,7247,287,7217,291,7761,-1695,-602,-30,544,small_increase
대전광역시 중구,P,515,4296,510,4276,507,4372,416,3896,390,3839,381,3697,96,-476,-57,-142,small_increase
대전광역시 중구,Q,848,13785,855,14347,837,15123,811,16310,801,17271,863,17896,776,1187,961,625,small_increase
대전광역시 중구,R,264,1598,294,1632,302,1619,181,1248,179,1178,197,1438,-13,-371,-70,260,small_increase
대전광역시 중구,S,1004,3114,1048,3145,1079,3420,930,2535,812,2546,831,2552,275,-885,11,6,small_increase
대전광역시 서구,A,7,341,9,296,7,346,10,209,9,180,12,183,50,-137,-29,3,big_increase
대전광역시 서구,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,big_increase
대전광역시 서구,C,444,2777,448,2900,494,3144,457,2751,437,2403,522,2854,244,-393,-348,451,small_increase
대전광역시 서구,D,11,329,11,321,8,354,18,395,13,355,9,148,33,41,-40,-207,big_increase
대전광역시 서구,E,23,145,27,147,23,144,25,141,25,197,27,197,-3,-3,56,0,big_increase
대전광역시 서구,F,928,11768,929,12243,934,13993,773,12889,745,12304,951,15273,1750,-1104,-585,2969,small_decrease
대전광역시 서구,G,4353,20584,4325,20900,4432,21479,3571,16255,3433,15923,3727,17493,579,-5224,-332,1570,small_increase
대전광역시 서구,H,153,2519,148,2546,179,2381,147,1987,147,1856,176,2363,-165,-394,-131,507,small_increase
대전광역시 서구,I,3419,16061,3477,16959,3750,17171,2742,12394,2921,12835,3199,14787,212,-4777,441,1952,small_decrease
대전광역시 서구,J,318,4647,322,4573,356,4813,364,4945,418,5521,549,5931,240,132,576,410,small_increase
대전광역시 서구,K,676,13335,667,13114,684,12919,640,11280,651,11030,665,11306,-195,-1639,-250,276,small_increase
대전광역시 서구,L,793,6217,828,5785,863,6011,852,5538,789,5464,891,5653,226,-473,-74,189,small_increase
대전광역시 서구,M,1028,7169,1046,7350,1129,8069,1149,8283,1151,8463,1257,8973,719,214,180,510,small_increase
대전광역시 서구,N,529,18347,540,15928,610,15959,539,14667,508,15583,571,16439,31,-1292,916,856,small_decrease
대전광역시 서구,P,1106,11703,1093,11583,1172,11859,1056,10404,977,9486,1053,10031,276,-1455,-918,545,small_increase
대전광역시 서구,Q,1652,19831,1631,20709,1666,22205,1615,23458,1528,22019,1633,23584,1496,1253,-1439,1565,small_increase
대전광역시 서구,R,492,2446,542,2740,622,2895,366,1933,366,1784,428,2002,155,-962,-149,218,small_increase
대전광역시 서구,S,1535,6514,1576,6372,1626,6005,1408,5094,1277,4525,1381,4859,-367,-911,-569,334,small_decrease
대전광역시 유성구,A,5,13,5,22,9,40,17,96,19,76,22,57,18,56,-20,-19,big_increase
대전광역시 유성구,B,1,5,1,3,1,2,2,2,5,9,3,5,-1,0,7,-4,big_increase
대전광역시 유성구,C,1131,19474,1197,20213,1370,21263,1327,21619,1545,22997,1641,25092,1050,356,1378,2095,small_increase
대전광역시 유성구,D,13,295,11,297,10,287,14,311,17,370,17,367,-10,24,59,-3,big_increase
대전광역시 유성구,E,19,255,14,234,18,242,23,727,29,472,30,809,8,485,-255,337,big_increase
대전광역시 유성구,F,669,10781,703,10725,786,12474,726,13010,889,14379,903,14691,1749,536,1369,312,small_increase
대전광역시 유성구,G,3034,14510,3008,14731,3212,15727,2973,19533,3618,17814,3696,18453,996,3806,-1719,639,small_increase
대전광역시 유성구,H,140,2283,151,2391,183,2429,154,1991,173,2454,182,2399,38,-438,463,-55,small_increase
대전광역시 유성구,I,3120,14519,3168,15310,3350,15300,2468,11950,2732,13235,2981,14610,-10,-3350,1285,1375,small_decrease
대전광역시 유성구,J,430,5923,457,6289,512,6758,554,7406,633,8510,757,9544,469,648,1104,1034,small_increase
대전광역시 유성구,K,150,1386,155,1441,168,1527,159,1473,168,1564,193,1599,86,-54,91,35,small_increase
대전광역시 유성구,L,482,2666,502,2709,573,2867,562,2757,685,3149,690,2907,158,-110,392,-242,small_increase
대전광역시 유성구,M,795,32037,869,31869,990,34179,1068,36389,1191,39202,1273,41234,2310,2210,2813,2032,small_increase
대전광역시 유성구,N,284,4897,282,4822,345,5372,323,6297,338,7097,358,7873,550,925,800,776,small_increase
대전광역시 유성구,P,707,8123,711,8145,770,8312,707,8324,699,8960,694,9127,167,12,636,167,small_increase
대전광역시 유성구,Q,1005,10371,993,11009,991,12065,969,12550,999,13384,1030,13699,1056,485,834,315,small_increase
대전광역시 유성구,R,320,1933,352,1999,383,2250,247,2108,277,1992,297,2078,251,-142,-116,86,small_increase
대전광역시 유성구,S,959,4000,984,4018,1038,4311,874,3819,949,3892,1040,4077,293,-492,73,185,small_increase
대전광역시 대덕구,A,0,0,0,0,0,0,3,17,4,25,5,13,0,17,8,-12,big_increase
대전광역시 대덕구,B,2,13,2,12,2,18,2,8,3,14,3,16,6,-10,6,2,big_increase
대전광역시 대덕구,C,1849,27326,1892,26924,1851,27181,1714,26885,1720,25936,1895,26888,257,-296,-949,952,small_increase
대전광역시 대덕구,D,7,100,3,141,4,330,4,83,10,102,6,136,189,-247,19,34,big_increase
대전광역시 대덕구,E,43,1642,43,1654,49,1802,43,2264,41,2494,46,2535,148,462,230,41,big_increase
대전광역시 대덕구,F,634,4565,659,4729,675,5060,537,5528,534,3995,655,4758,331,468,-1533,763,small_increase
대전광역시 대덕구,G,2497,11895,2393,11758,2462,12325,2291,11054,2141,10564,2252,11364,567,-1271,-490,800,small_decrease
대전광역시 대덕구,H,263,5135,262,4819,273,5221,244,5035,246,5015,260,5104,402,-186,-20,89,small_increase
대전광역시 대덕구,I,1234,4566,1141,4595,1167,4738,881,3508,907,3641,969,4076,143,-1230,133,435,small_increase
대전광역시 대덕구,J,41,433,39,382,39,350,40,327,47,392,77,434,-32,-23,65,42,big_increase
대전광역시 대덕구,K,101,960,100,882,90,802,84,748,76,667,89,737,-80,-54,-81,70,big_increase
대전광역시 대덕구,L,173,842,152,795,171,775,177,690,145,662,158,655,-20,-85,-28,-7,big_increase
대전광역시 대덕구,M,118,1390,128,1454,156,1697,147,2416,158,1645,187,2015,243,719,-771,370,big_increase
대전광역시 대덕구,N,143,4608,138,5221,160,5839,146,5864,149,5223,163,6798,618,25,-641,1575,small_increase
대전광역시 대덕구,P,332,3186,321,3201,310,2481,248,2312,219,2262,229,2589,-720,-169,-50,327,small_increase
대전광역시 대덕구,Q,534,6005,536,6626,530,7394,519,8314,466,7405,532,9362,768,920,-909,1957,small_increase
대전광역시 대덕구,R,163,574,174,632,163,683,111,467,108,522,121,512,51,-216,55,-10,big_increase
대전광역시 대덕구,S,742,3127,762,2983,777,3122,723,2628,641,2623,676,2608,139,-494,-5,-15,small_increase
울산광역시 중구,A,1,22,3,49,2,23,4,28,3,26,4,64,-26,5,-2,38,big_increase
울산광역시 중구,B,2,7,2,6,2,2,1,1,0,0,0,0,-4,-1,-1,0,big_increase
울산광역시 중구,C,339,1800,329,1826,349,1920,324,1810,307,1564,287,1580,94,-110,-246,16,small_increase
울산광역시 중구,D,2,55,1,58,1,56,2,41,5,47,3,43,-2,-15,6,-4,big_increase
울산광역시 중구,E,15,131,15,155,14,145,14,126,12,133,11,119,-10,-19,7,-14,big_increase
울산광역시 중구,F,476,4570,500,4752,511,4705,351,3427,340,2697,338,3056,-47,-1278,-730,359,small_increase
울산광역시 중구,G,1341,6031,1293,5946,1346,6155,1075,4427,1079,4401,1100,4713,209,-1728,-26,312,small_decrease
울산광역시 중구,H,100,1014,103,982,101,1107,76,789,85,1194,76,1043,125,-318,405,-151,small_increase
울산광역시 중구,I,1131,4345,1202,4781,1321,5058,860,3052,906,3237,926,3591,277,-2006,185,354,small_decrease
울산광역시 중구,J,45,591,49,636,66,752,69,776,89,1124,110,1111,116,24,348,-13,big_increase
울산광역시 중구,K,111,1844,112,2067,112,2177,106,2202,99,2081,104,1964,110,25,-121,-117,small_increase
울산광역시 중구,L,267,1344,253,1277,267,1128,236,950,257,1493,274,1345,-149,-178,543,-148,small_increase
울산광역시 중구,M,210,3401,231,3972,260,4164,238,4517,259,4589,293,4985,192,353,72,396,small_increase
울산광역시 중구,N,151,1538,157,1521,180,1791,146,1772,140,2061,150,2296,270,-19,289,235,small_increase
울산광역시 중구,P,415,2760,410,2952,432,3161,399,2613,356,2558,365,2934,209,-548,-55,376,small_increase
울산광역시 중구,Q,494,6200,510,6992,531,7560,514,7523,500,7386,525,8390,568,-37,-137,1004,small_increase
울산광역시 중구,R,189,901,208,1040,203,1041,155,572,163,795,179,825,1,-469,223,30,small_increase
울산광역시 중구,S,566,2034,561,1786,617,1871,538,1542,514,1513,531,1562,85,-329,-29,49,small_increase
울산광역시 남구,A,1,2,6,13,7,8,6,15,6,13,7,12,-5,7,-2,-1,big_increase
울산광역시 남구,B,1,42,3,50,4,50,2,2,3,40,3,32,0,-48,38,-8,big_increase
울산광역시 남구,C,931,27143,963,27440,1081,29394,996,28211,995,28176,1000,27869,1954,-1183,-35,-307,small_increase
울산광역시 남구,D,12,905,14,900,13,732,19,783,17,707,20,787,-168,51,-76,80,big_increase
울산광역시 남구,E,56,771,50,755,56,782,55,738,65,938,73,1089,27,-44,200,151,big_increase
울산광역시 남구,F,1097,18493,1039,18183,996,18368,763,16676,753,13911,795,14631,185,-1692,-2765,720,small_increase
울산광역시 남구,G,4070,18726,4056,18944,4058,18914,3113,13603,3238,14357,3295,14311,-30,-5311,754,-46,small_increase
울산광역시 남구,H,484,7434,505,7545,553,7546,485,6448,502,7106,511,7365,1,-1098,658,259,small_decrease
울산광역시 남구,I,3788,15934,3583,15892,3766,15736,2450,10849,2461,10461,2546,11168,-156,-4887,-388,707,small_decrease
울산광역시 남구,J,126,1770,133,1731,136,1759,127,1544,136,1573,165,1602,28,-215,29,29,small_increase
울산광역시 남구,K,523,10875,506,10056,483,8883,438,8113,444,8263,456,8278,-1173,-770,150,15,small_increase
울산광역시 남구,L,734,5506,706,4513,755,3750,701,2936,705,3843,733,3755,-763,-814,907,-88,small_decrease
울산광역시 남구,M,800,6696,842,6872,887,7249,862,6897,853,7276,916,7621,377,-352,379,345,small_increase
울산광역시 남구,N,498,10630,507,10549,532,10228,458,9079,458,9668,469,9282,-321,-1149,589,-386,small_decrease
울산광역시 남구,P,1012,7814,950,7692,945,7544,811,6896,762,6036,738,6127,-148,-648,-860,91,small_increase
울산광역시 남구,Q,1033,12203,1001,12319,1021,12974,1014,13708,996,14087,1030,14340,655,734,379,253,small_increase
울산광역시 남구,R,433,1844,439,2049,464,2199,284,1396,271,1272,296,1466,150,-803,-124,194,small_increase
울산광역시 남구,S,1134,4306,1123,4632,1165,4780,933,3506,981,3578,1036,3584,148,-1274,72,6,small_increase
울산광역시 동구,A,0,0,0,0,0,0,1,7,1,7,1,7,0,7,0,0,big_increase
울산광역시 동구,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,big_increase
울산광역시 동구,C,397,45484,364,43831,406,39878,342,37752,337,39837,380,38492,-3953,-2126,2085,-1345,small_decrease
울산광역시 동구,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,big_increase
울산광역시 동구,E,5,86,3,51,4,80,6,109,12,136,13,173,29,29,27,37,big_increase
울산광역시 동구,F,89,1435,90,889,108,1025,74,542,85,677,104,871,136,-483,135,194,small_increase
울산광역시 동구,G,645,3136,649,3101,724,3349,532,2257,555,2600,627,2896,248,-1092,343,296,small_decrease
울산광역시 동구,H,21,485,22,603,35,650,32,634,27,800,27,868,47,-16,166,68,big_increase
울산광역시 동구,I,1021,5405,998,5338,1074,5600,661,3832,775,3830,853,4366,262,-1768,-2,536,small_decrease
울산광역시 동구,J,14,138,15,124,16,84,21,129,18,140,30,208,-40,45,11,68,big_increase
울산광역시 동구,K,80,1058,81,1047,72,948,69,954,68,923,69,905,-99,6,-31,-18,big_increase
울산광역시 동구,L,130,494,117,460,121,466,99,294,113,373,115,370,6,-172,79,-3,big_increase
울산광역시 동구,M,54,2131,58,1967,62,1831,61,1964,75,2339,84,2504,-136,133,375,165,small_increase
울산광역시 동구,N,59,575,54,734,62,731,53,665,63,667,66,797,-3,-66,2,130,big_increase
울산광역시 동구,P,263,2091,243,2047,262,2042,234,1827,230,1809,243,1829,-5,-215,-18,20,small_increase
