Region,Industry,2017_c,2017_w,2018_c,2018_w,2019_c,2019_w,2020_c,2020_w,2021_c,2021_w,2022_c,2022_w,2019_diff_2018,2020_diff_2019,2021_diff_2020,2022_diff_2021,2023_predict
부안군,K,840,776,833,673,726,669,840,776,833,673,726,669,-4,107,-103,-4,big_increase
부안군,L,124,152,138,110,156,161,124,152,138,110,156,161,51,-9,-42,51,big_increase
부안군,M,175,227,211,181,298,307,175,227,211,181,298,307,126,-80,-46,126,big_increase
부안군,N,183,199,185,209,221,244,183,199,185,209,221,244,35,-45,10,35,big_increase
부안군,P,408,420,427,360,344,397,408,420,427,360,344,397,37,23,-60,37,big_increase
부안군,Q,1888,1931,2142,2262,2340,2447,1888,1931,2142,2262,2340,2447,185,-516,331,185,small_increase
부안군,R,300,297,291,192,214,303,300,297,291,192,214,303,111,-6,-105,111,big_increase
부안군,S,512,542,543,469,641,697,512,542,543,469,641,697,228,-155,-73,228,big_increase
목포시,A,117,112,114,115,70,128,117,112,114,115,70,128,13,-16,3,13,big_increase
목포시,B,41,44,16,18,0,0,41,44,16,18,0,0,-18,44,-26,-18,big_increase
목포시,C,3110,3302,3451,3312,3296,3692,3110,3302,3451,3312,3296,3692,380,-390,10,380,small_increase
목포시,D,153,165,165,189,159,176,153,165,165,189,159,176,-13,-11,24,-13,big_increase
목포시,E,327,337,309,332,408,416,327,337,309,332,408,416,84,-79,-5,84,big_increase
목포시,F,4761,4944,5499,4742,3781,4040,4761,4944,5499,4742,3781,4040,-702,904,-202,-702,small_increase
목포시,G,8925,8559,8668,6962,6688,6796,8925,8559,8668,6962,6688,6796,-166,1763,-1597,-166,big_increase
목포시,H,4172,4152,4207,3376,3376,3013,4172,4152,4207,3376,3376,3013,-363,1139,-776,-363,big_increase
목포시,I,7559,7090,7723,5676,5294,6197,7559,7090,7723,5676,5294,6197,521,893,-1414,521,small_increase
목포시,J,710,777,692,644,700,763,710,777,692,644,700,763,119,14,-133,119,big_increase
목포시,K,3594,3425,3537,3215,3101,3022,3594,3425,3537,3215,3101,3022,-193,403,-210,-193,small_increase
목포시,L,1608,1638,1701,1585,1427,1482,1608,1638,1701,1585,1427,1482,-103,156,-53,-103,big_increase
목포시,M,1629,1689,1705,1641,1773,1895,1629,1689,1705,1641,1773,1895,254,-206,-48,254,small_increase
목포시,N,1988,1888,1941,1351,1451,1535,1988,1888,1941,1351,1451,1535,184,353,-537,184,big_increase
목포시,P,3529,3527,3652,3064,2954,2827,3529,3527,3652,3064,2954,2827,-237,700,-463,-237,big_increase
목포시,Q,11556,11689,12144,11936,13498,14494,11556,11689,12144,11936,13498,14494,2558,-2805,247,2558,small_decrease
목포시,R,1008,942,950,769,673,797,1008,942,950,769,673,797,28,145,-173,28,big_increase
목포시,S,3160,3115,3031,2705,2581,2661,3160,3115,3031,2705,2581,2661,-44,454,-410,-44,big_increase
여수시,A,58,79,89,128,156,173,58,79,89,128,156,173,45,-94,49,45,big_increase
여수시,B,40,39,51,44,15,33,40,39,51,44,15,33,-11,6,5,-11,big_increase
여수시,C,21092,22484,23152,23403,23706,21998,21092,22484,23152,23403,23706,21998,-1405,486,919,-1405,small_increase
여수시,D,948,928,908,913,808,927,948,928,908,913,808,927,14,1,-15,14,big_increase
여수시,E,1242,1319,1564,1661,1552,1542,1242,1319,1564,1661,1552,1542,-119,-223,342,-119,small_increase
여수시,F,15752,17528,19740,23519,19336,20018,15752,17528,19740,23519,19336,20018,-3501,-2490,5991,-3501,small_decrease
여수시,G,10516,10551,11423,9051,9386,10137,10516,10551,11423,9051,9386,10137,1086,414,-1500,1086,small_increase
여수시,H,6458,6560,7088,6038,6675,7032,6458,6560,7088,6038,6675,7032,994,-472,-522,994,small_increase
여수시,I,10290,10970,11401,7992,9016,10185,10290,10970,11401,7992,9016,10185,2193,785,-2978,2193,small_increase
여수시,J,519,526,521,493,489,601,519,526,521,493,489,601,108,-75,-33,108,big_increase
여수시,K,3456,3290,3545,3090,3161,3183,3456,3290,3545,3090,3161,3183,93,107,-200,93,small_increase
여수시,L,1549,1639,1747,1775,2071,1963,1549,1639,1747,1775,2071,1963,188,-324,136,188,small_increase
여수시,M,1909,2177,2457,2540,2744,2886,1909,2177,2457,2540,2744,2886,346,-709,363,346,small_decrease
여수시,N,5723,5579,6677,5897,6666,6705,5723,5579,6677,5897,6666,6705,808,-1126,318,808,small_decrease
여수시,P,2632,2615,2730,2585,2424,2421,2632,2615,2730,2585,2424,2421,-164,194,-30,-164,big_increase
여수시,Q,9273,10090,10989,11421,11583,12605,9273,10090,10989,11421,11583,12605,1184,-2515,1331,1184,small_decrease
여수시,R,1151,1395,1679,1259,1393,1360,1151,1395,1679,1259,1393,1360,101,35,-136,101,big_increase
여수시,S,2985,3821,3955,2918,2601,2770,2985,3821,3955,2918,2601,2770,-148,1051,-903,-148,big_increase
순천시,A,119,125,121,163,226,344,119,125,121,163,226,344,181,-219,38,181,big_increase
순천시,B,28,18,59,33,51,54,28,18,59,33,51,54,21,-36,15,21,big_increase
순천시,C,7045,7336,7717,7225,7315,7177,7045,7336,7717,7225,7315,7177,-48,159,-111,-48,small_increase
순천시,D,212,227,305,278,288,305,212,227,305,278,288,305,27,-78,51,27,big_increase
순천시,E,515,574,586,678,763,619,515,574,586,678,763,619,-59,-45,104,-59,big_increase
순천시,F,9120,10244,11270,9698,10141,10304,9120,10244,11270,9698,10141,10304,606,-60,-546,606,small_increase
순천시,G,11710,11498,11954,9175,9644,9734,11710,11498,11954,9175,9644,9734,559,1764,-2323,559,small_increase
순천시,H,3775,3712,3858,3082,3319,3288,3775,3712,3858,3082,3319,3288,206,424,-630,206,small_increase
순천시,I,8300,8996,9793,6618,7101,7944,8300,8996,9793,6618,7101,7944,1326,1052,-2378,1326,small_increase
순천시,J,569,557,487,604,708,813,569,557,487,604,708,813,209,-256,47,209,big_increase
순천시,K,5036,5045,4894,4538,4138,4186,5036,5045,4894,4538,4138,4186,-352,859,-507,-352,small_increase
순천시,L,1975,2136,2314,2135,2434,2301,1975,2136,2314,2135,2434,2301,166,-165,-1,166,small_increase
순천시,M,2334,2429,2569,2814,3079,3244,2334,2429,2569,2814,3079,3244,430,-815,385,430,small_decrease
순천시,N,3103,3262,3515,3199,3062,2985,3103,3262,3515,3199,3062,2985,-214,277,-63,-214,small_increase
순천시,P,3720,3752,4065,3980,3504,3670,3720,3752,4065,3980,3504,3670,-310,82,228,-310,small_increase
순천시,Q,11275,12251,12855,13388,13493,14625,11275,12251,12855,13388,13493,14625,1237,-2374,1137,1237,small_decrease
순천시,R,1719,1765,1894,1391,1523,1555,1719,1765,1894,1391,1523,1555,164,210,-374,164,big_increase
순천시,S,3361,3431,3757,3076,3325,3324,3361,3431,3757,3076,3325,3324,248,107,-355,248,small_increase
나주시,A,1368,1469,1470,1635,1374,1330,1368,1469,1470,1635,1374,1330,-305,139,166,-305,big_increase
나주시,B,65,71,50,46,55,58,65,71,50,46,55,58,12,13,-25,12,big_increase
나주시,C,6189,6698,7341,6942,6884,7581,6189,6698,7341,6942,6884,7581,639,-883,244,639,small_decrease
나주시,D,2384,2582,2761,3250,2874,2992,2384,2582,2761,3250,2874,2992,-258,-410,668,-258,small_increase
나주시,E,255,283,314,326,432,365,255,283,314,326,432,365,39,-82,43,39,big_increase
나주시,F,6016,5671,5682,4916,5556,6090,6016,5671,5682,4916,5556,6090,1174,-419,-755,1174,small_increase
나주시,G,3219,3780,4119,3405,3640,3976,3219,3780,4119,3405,3640,3976,571,-196,-375,571,small_increase
나주시,H,764,983,1138,864,1005,930,764,983,1138,864,1005,930,66,53,-119,66,big_increase
나주시,I,2878,3261,3292,2452,2615,2923,2878,3261,3292,2452,2615,2923,471,338,-809,471,small_increase
나주시,J,1066,1185,1540,1692,2165,2304,1066,1185,1540,1692,2165,2304,612,-1119,507,612,small_decrease
나주시,K,989,1166,1064,1086,1054,1034,989,1166,1064,1086,1054,1034,-52,132,-80,-52,big_increase
나주시,L,617,597,692,742,768,797,617,597,692,742,768,797,55,-200,145,55,big_increase
나주시,M,1923,2266,2512,2777,3440,3189,1923,2266,2512,2777,3440,3189,412,-923,511,412,small_decrease
나주시,N,728,811,997,1297,1548,1338,728,811,997,1297,1548,1338,41,-527,486,41,small_increase
나주시,P,1687,1748,1833,1799,1753,2069,1687,1748,1833,1799,1753,2069,270,-321,51,270,small_increase
나주시,Q,4331,4727,4822,4607,5352,5733,4331,4727,4822,4607,5352,5733,1126,-1006,-120,1126,small_decrease
나주시,R,693,866,920,733,642,815,693,866,920,733,642,815,82,51,-133,82,big_increase
나주시,S,1200,1468,1397,1317,1206,1354,1200,1468,1397,1317,1206,1354,37,114,-151,37,big_increase
광양시,A,46,58,36,51,85,90,46,58,36,51,85,90,39,-32,-7,39,big_increase
광양시,B,31,33,47,30,29,41,31,33,47,30,29,41,11,-8,-3,11,big_increase
광양시,C,18176,18355,19450,19667,19987,21769,18176,18355,19450,19667,19987,21769,2102,-3414,1312,2102,small_increase
광양시,D,179,177,249,280,254,280,179,177,249,280,254,280,0,-103,103,0,big_increase
광양시,E,937,1050,1074,1190,1347,1321,937,1050,1074,1190,1347,1321,131,-271,140,131,small_increase
광양시,F,6887,7454,7923,8708,9913,9279,6887,7454,7923,8708,9913,9279,571,-1825,1254,571,small_decrease
광양시,G,5447,5725,6215,4813,5406,5542,5447,5725,6215,4813,5406,5542,729,183,-912,729,small_increase
광양시,H,6503,6767,7461,6535,7423,8017,6503,6767,7461,6535,7423,8017,1482,-1250,-232,1482,small_decrease
광양시,I,4307,4754,5481,3585,3791,4397,4307,4754,5481,3585,3791,4397,812,357,-1169,812,small_increase
광양시,J,478,428,587,547,634,650,478,428,587,547,634,650,103,-222,119,103,big_increase
광양시,K,1200,1164,1223,1120,1135,1108,1200,1164,1223,1120,1135,1108,-12,56,-44,-12,big_increase
광양시,L,804,814,908,762,1138,913,804,814,908,762,1138,913,151,-99,-52,151,big_increase
광양시,M,796,846,1089,834,1404,2392,796,846,1089,834,1404,2392,1558,-1546,-12,1558,small_decrease
광양시,N,6545,6486,7202,7126,7294,6550,6545,6486,7202,7126,7294,6550,-576,-64,640,-576,small_increase
광양시,P,1486,1648,1616,1398,1417,1351,1486,1648,1616,1398,1417,1351,-47,297,-250,-47,big_increase
광양시,Q,4181,5230,5687,6120,6273,6619,4181,5230,5687,6120,6273,6619,499,-1389,890,499,small_decrease
광양시,R,543,678,754,500,507,661,543,678,754,500,507,661,161,17,-178,161,big_increase
광양시,S,1529,1538,1727,1550,1467,1576,1529,1538,1727,1550,1467,1576,26,-38,12,26,small_increase
담양군,A,213,208,174,147,217,235,213,208,174,147,217,235,88,-27,-61,88,big_increase
담양군,B,4,4,8,9,0,0,4,4,8,9,0,0,-9,4,5,-9,big_increase
담양군,C,3772,3697,4011,3778,4055,4041,3772,3697,4011,3778,4055,4041,263,-344,81,263,small_increase
담양군,D,40,52,52,56,43,39,40,52,52,56,43,39,-17,13,4,-17,big_increase
담양군,E,116,113,122,105,123,125,116,113,122,105,123,125,20,-12,-8,20,big_increase
담양군,F,2271,2254,2329,1880,2722,2530,2271,2254,2329,1880,2722,2530,650,-276,-374,650,small_increase
담양군,G,1430,1396,1534,1340,1449,1390,1430,1396,1534,1340,1449,1390,50,6,-56,50,big_increase
담양군,H,808,795,714,624,713,615,808,795,714,624,713,615,-9,180,-171,-9,big_increase
담양군,I,1551,1354,1664,1363,1295,1489,1551,1354,1664,1363,1295,1489,126,-135,9,126,big_increase
담양군,J,84,83,104,84,77,89,84,83,104,84,77,89,5,-6,1,5,big_increase
담양군,K,258,228,240,227,238,239,258,228,240,227,238,239,12,-11,-1,12,big_increase
담양군,L,81,82,71,72,129,95,81,82,71,72,129,95,23,-13,-10,23,big_increase
담양군,M,279,328,343,368,507,502,279,328,343,368,507,502,134,-174,40,134,big_increase
담양군,N,229,259,295,285,408,396,229,259,295,285,408,396,111,-137,26,111,big_increase
담양군,P,197,201,269,259,238,272,197,201,269,259,238,272,13,-71,58,13,big_increase
담양군,Q,1866,2019,2107,1974,2214,2413,1866,2019,2107,1974,2214,2413,439,-394,-45,439,small_increase
담양군,R,338,343,376,258,297,313,338,343,376,258,297,313,55,30,-85,55,big_increase
담양군,S,433,388,449,379,385,355,433,388,449,379,385,355,-24,33,-9,-24,big_increase
곡성군,A,155,77,91,109,119,128,155,77,91,109,119,128,19,-51,32,19,big_increase
곡성군,B,12,13,18,16,17,16,12,13,18,16,17,16,0,-3,3,0,big_increase
곡성군,C,2881,2797,3014,2931,2980,3163,2881,2797,3014,2931,2980,3163,232,-366,134,232,small_increase
곡성군,D,33,35,36,37,35,35,33,35,36,37,35,35,-2,0,2,-2,big_increase
곡성군,E,55,47,59,37,49,53,55,47,59,37,49,53,16,-6,-10,16,big_increase
곡성군,F,680,772,771,971,1109,1035,680,772,771,971,1109,1035,64,-263,199,64,small_increase
곡성군,G,461,463,556,478,434,471,461,463,556,478,434,471,-7,-8,15,-7,big_increase
곡성군,H,301,304,510,412,482,539,301,304,510,412,482,539,127,-235,108,127,big_increase
곡성군,I,528,575,639,470,474,435,528,575,639,470,474,435,-35,140,-105,-35,big_increase
곡성군,J,23,29,48,24,28,29,23,29,48,24,28,29,5,0,-5,5,big_increase
곡성군,K,225,262,230,241,263,254,225,262,230,241,263,254,13,8,-21,13,big_increase
곡성군,L,4,10,16,11,10,15,4,10,16,11,10,15,4,-5,1,4,big_increase
곡성군,M,106,145,187,216,184,215,106,145,187,216,184,215,-1,-70,71,-1,big_increase
곡성군,N,114,187,93,87,84,107,114,187,93,87,84,107,20,80,-100,20,big_increase
곡성군,P,303,492,326,333,363,391,303,492,326,333,363,391,58,101,-159,58,big_increase
곡성군,Q,1315,1389,1381,1354,1297,1608,1315,1389,1381,1354,1297,1608,254,-219,-35,254,small_increase
곡성군,R,348,341,391,343,315,355,348,341,391,343,315,355,12,-14,2,12,big_increase
곡성군,S,246,225,225,226,179,251,246,225,225,226,179,251,25,-26,1,25,big_increase
구례군,A,47,52,63,73,85,112,47,52,63,73,85,112,39,-60,21,39,big_increase
구례군,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,big_increase
구례군,C,573,573,647,578,621,564,573,573,647,578,621,564,-14,9,5,-14,big_increase
구례군,D,30,31,29,36,33,33,30,31,29,36,33,33,-3,-2,5,-3,big_increase
구례군,E,25,17,24,17,19,29,25,17,24,17,19,29,12,-12,0,12,big_increase
구례군,F,550,613,696,469,720,866,550,613,696,469,720,866,397,-253,-144,397,big_increase
구례군,G,520,563,627,551,539,531,520,563,627,551,539,531,-20,32,-12,-20,big_increase
구례군,H,267,340,383,316,346,373,267,340,383,316,346,373,57,-33,-24,57,big_increase
구례군,I,556,529,591,441,498,607,556,529,591,441,498,607,166,-78,-88,166,big_increase
구례군,J,46,53,53,56,70,83,46,53,53,56,70,83,27,-30,3,27,big_increase
구례군,K,187,193,185,188,190,188,187,193,185,188,190,188,0,5,-5,0,big_increase
구례군,L,43,30,28,26,28,33,43,30,28,26,28,33,7,-3,-4,7,big_increase
구례군,M,139,155,169,28,98,166,139,155,169,28,98,166,138,-11,-127,138,big_increase
구례군,N,101,90,114,122,109,120,101,90,114,122,109,120,-2,-30,32,-2,big_increase
구례군,P,127,113,126,102,118,114,127,113,126,102,118,114,12,-1,-11,12,big_increase
구례군,Q,1085,1145,1317,1251,1308,1306,1085,1145,1317,1251,1308,1306,55,-161,106,55,big_increase
구례군,R,119,153,152,168,157,224,119,153,152,168,157,224,56,-71,15,56,big_increase
구례군,S,308,291,339,337,324,294,308,291,339,337,324,294,-43,-3,46,-43,big_increase
고흥군,A,192,205,236,222,303,332,192,205,236,222,303,332,110,-127,17,110,big_increase
고흥군,B,45,43,51,50,53,50,45,43,51,50,53,50,0,-7,7,0,big_increase
고흥군,C,2359,2777,2675,2454,2569,2775,2359,2777,2675,2454,2569,2775,321,2,-323,321,small_increase
고흥군,D,77,71,76,70,93,83,77,71,76,70,93,83,13,-12,-1,13,big_increase
고흥군,E,22,34,42,50,55,58,22,34,42,50,55,58,8,-24,16,8,big_increase
고흥군,F,1840,1992,2189,2159,2548,2070,1840,1992,2189,2159,2548,2070,-89,-78,167,-89,small_increase
고흥군,G,1405,1597,1664,1405,1410,1482,1405,1597,1664,1405,1410,1482,77,115,-192,77,big_increase
고흥군,H,403,420,458,369,407,367,403,420,458,369,407,367,-2,53,-51,-2,big_increase
고흥군,I,1069,1058,1177,960,951,1016,1069,1058,1177,960,951,1016,56,42,-98,56,big_increase
고흥군,J,55,78,61,48,53,64,55,78,61,48,53,64,16,14,-30,16,big_increase
고흥군,K,701,779,783,732,729,669,701,779,783,732,729,669,-63,110,-47,-63,big_increase
고흥군,L,31,28,37,41,47,47,31,28,37,41,47,47,6,-19,13,6,big_increase
고흥군,M,130,206,212,221,272,323,130,206,212,221,272,323,102,-117,15,102,big_increase
고흥군,N,113,103,178,113,130,141,113,103,178,113,130,141,28,-38,10,28,big_increase
고흥군,P,223,205,253,210,203,192,223,205,253,210,203,192,-18,13,5,-18,big_increase
고흥군,Q,2123,2286,2339,2654,2676,2656,2123,2286,2339,2654,2676,2656,2,-370,368,2,small_increase
고흥군,R,88,149,184,149,103,132,88,149,184,149,103,132,-17,17,0,-17,big_increase
고흥군,S,548,585,593,536,580,542,548,585,593,536,580,542,6,43,-49,6,big_increase
보성군,A,223,221,178,276,336,301,223,221,178,276,336,301,25,-80,55,25,big_increase
보성군,B,4,0,0,1,1,3,4,0,0,1,1,3,2,-3,1,2,big_increase
보성군,C,763,810,985,811,833,916,763,810,985,811,833,916,105,-106,1,105,big_increase
보성군,D,61,67,62,54,64,61,61,67,62,54,64,61,7,6,-13,7,big_increase
보성군,E,96,101,99,104,110,96,96,101,99,104,110,96,-8,5,3,-8,big_increase
보성군,F,1537,1447,1883,1270,1207,1227,1537,1447,1883,1270,1207,1227,-43,220,-177,-43,big_increase
보성군,G,842,833,1211,832,836,851,842,833,1211,832,836,851,19,-18,-1,19,big_increase
보성군,H,309,292,389,389,423,356,309,292,389,389,423,356,-33,-64,97,-33,big_increase
보성군,I,767,843,978,555,659,654,767,843,978,555,659,654,99,189,-288,99,big_increase
보성군,J,59,53,54,46,60,54,59,53,54,46,60,54,8,-1,-7,8,big_increase
보성군,K,301,304,279,276,296,319,301,304,279,276,296,319,43,-15,-28,43,big_increase
보성군,L,28,19,18,17,69,31,28,19,18,17,69,31,14,-12,-2,14,big_increase
보성군,M,158,163,101,110,118,115,158,163,101,110,118,115,5,48,-53,5,big_increase
보성군,N,67,81,151,132,242,92,67,81,151,132,242,92,-40,-11,51,-40,big_increase
보성군,P,274,260,282,286,296,303,274,260,282,286,296,303,17,-43,26,17,big_increase
보성군,Q,1598,1690,2287,2271,2446,2579,1598,1690,2287,2271,2446,2579,308,-889,581,308,small_decrease
보성군,R,172,174,184,136,140,142,172,174,184,136,140,142,6,32,-38,6,big_increase
보성군,S,331,339,396,308,290,321,331,339,396,308,290,321,13,18,-31,13,big_increase
화순군,A,198,204,205,236,301,345,198,204,205,236,301,345,109,-141,32,109,big_increase
화순군,B,269,209,221,197,187,243,269,209,221,197,187,243,46,-34,-12,46,big_increase
화순군,C,3147,3129,3129,2891,3203,3118,3147,3129,3129,2891,3203,3118,227,11,-238,227,small_increase
화순군,D,51,73,68,59,58,63,51,73,68,59,58,63,4,10,-14,4,big_increase
화순군,E,63,97,99,107,114,95,63,97,99,107,114,95,-12,2,10,-12,big_increase
화순군,F,2900,2762,2993,2342,3748,3234,2900,2762,2993,2342,3748,3234,892,-472,-420,892,small_increase
화순군,G,1628,1878,2157,1870,1820,1972,1628,1878,2157,1870,1820,1972,102,-94,-8,102,small_increase
화순군,H,243,275,458,354,652,553,243,275,458,354,652,553,199,-278,79,199,big_increase
화순군,I,1495,1619,1774,1357,1298,1473,1495,1619,1774,1357,1298,1473,116,146,-262,116,big_increase
화순군,J,71,74,66,58,58,67,71,74,66,58,58,67,9,7,-16,9,big_increase
화순군,K,342,325,350,348,375,374,342,325,350,348,375,374,26,-49,23,26,big_increase
화순군,L,324,293,299,290,262,307,324,293,299,290,262,307,17,-14,-3,17,big_increase
화순군,M,1021,1038,1139,1043,1219,1157,1021,1038,1139,1043,1219,1157,114,-119,5,114,big_increase
화순군,N,325,304,330,274,388,374,325,304,330,274,388,374,100,-70,-30,100,big_increase
화순군,P,414,496,497,349,356,424,414,496,497,349,356,424,75,72,-147,75,big_increase
화순군,Q,4052,4245,4563,4788,5090,5378,4052,4245,4563,4788,5090,5378,590,-1133,543,590,small_decrease
화순군,R,571,501,694,490,703,774,571,501,694,490,703,774,284,-273,-11,284,big_increase
화순군,S,560,497,564,445,501,565,560,497,564,445,501,565,120,-68,-52,120,big_increase
장흥군,A,438,450,543,399,340,330,438,450,543,399,340,330,-69,120,-51,-69,big_increase
장흥군,B,19,16,19,21,26,25,19,16,19,21,26,25,4,-9,5,4,big_increase
장흥군,C,1710,1796,1771,1583,1507,1509,1710,1796,1771,1583,1507,1509,-74,287,-213,-74,big_increase
장흥군,D,41,46,62,49,44,45,41,46,62,49,44,45,-4,1,3,-4,big_increase
장흥군,E,168,157,138,203,222,227,168,157,138,203,222,227,24,-70,46,24,big_increase
장흥군,F,986,1194,1312,3193,1355,1547,986,1194,1312,3193,1355,1547,-1646,-353,1999,-1646,small_increase
장흥군,G,1209,1251,1380,1011,900,1029,1209,1251,1380,1011,900,1029,18,222,-240,18,big_increase
장흥군,H,267,270,315,276,240,249,267,270,315,276,240,249,-27,21,6,-27,big_increase
장흥군,I,785,797,800,660,544,528,785,797,800,660,544,528,-132,269,-137,-132,big_increase
장흥군,J,34,45,39,12,16,19,34,45,39,12,16,19,7,26,-33,7,big_increase
장흥군,K,424,441,344,334,312,398,424,441,344,334,312,398,64,43,-107,64,big_increase
장흥군,L,66,57,79,58,73,88,66,57,79,58,73,88,30,-31,1,30,big_increase
장흥군,M,205,279,261,245,266,279,205,279,261,245,266,279,34,0,-34,34,big_increase
장흥군,N,68,82,98,51,57,53,68,82,98,51,57,53,2,29,-31,2,big_increase
장흥군,P,138,131,125,107,94,96,138,131,125,107,94,96,-11,35,-24,-11,big_increase
장흥군,Q,1392,1492,1748,1878,1982,1697,1392,1492,1748,1878,1982,1697,-181,-205,386,-181,small_increase
장흥군,R,113,184,179,186,165,171,113,184,179,186,165,171,-15,13,2,-15,big_increase
장흥군,S,503,508,631,560,460,421,503,508,631,560,460,421,-139,87,52,-139,big_increase
강진군,A,199,211,217,260,267,215,199,211,217,260,267,215,-45,-4,49,-45,big_increase
강진군,B,11,1,1,17,15,30,11,1,1,17,15,30,13,-29,16,13,big_increase
강진군,C,1155,1161,1235,933,925,1058,1155,1161,1235,933,925,1058,125,103,-228,125,big_increase
강진군,D,110,90,136,137,112,118,110,90,136,137,112,118,-19,-28,47,-19,big_increase
강진군,E,28,34,44,97,59,51,28,34,44,97,59,51,-46,-17,63,-46,big_increase
강진군,F,938,897,1000,693,922,847,938,897,1000,693,922,847,154,50,-204,154,big_increase
강진군,G,1059,1012,1200,794,708,740,1059,1012,1200,794,708,740,-54,272,-218,-54,big_increase
강진군,H,243,196,198,156,145,126,243,196,198,156,145,126,-30,70,-40,-30,big_increase
강진군,I,697,723,842,504,568,579,697,723,842,504,568,579,75,144,-219,75,big_increase
강진군,J,69,43,62,43,34,66,69,43,62,43,34,66,23,-23,0,23,big_increase
강진군,K,430,387,379,380,376,451,430,387,379,380,376,451,71,-64,-7,71,big_increase
강진군,L,31,37,26,32,36,35,31,37,26,32,36,35,3,2,-5,3,big_increase
강진군,M,196,238,252,247,225,211,196,238,252,247,225,211,-36,27,9,-36,big_increase
강진군,N,92,101,85,81,107,109,92,101,85,81,107,109,28,-8,-20,28,big_increase
강진군,P,163,178,209,261,273,268,163,178,209,261,273,268,7,-90,83,7,big_increase
강진군,Q,1254,1272,1480,1710,1661,1715,1254,1272,1480,1710,1661,1715,5,-443,438,5,small_increase
강진군,R,200,172,217,258,232,224,200,172,217,258,232,224,-34,-52,86,-34,big_increase
강진군,S,571,510,514,371,324,322,571,510,514,371,324,322,-49,188,-139,-49,big_increase
해남군,A,429,318,363,413,514,646,429,318,363,413,514,646,233,-328,95,233,big_increase
해남군,B,137,143,145,140,73,122,137,143,145,140,73,122,-18,21,-3,-18,big_increase
해남군,C,3779,4277,4171,3699,2978,3567,3779,4277,4171,3699,2978,3567,-132,710,-578,-132,big_increase
해남군,D,61,67,80,76,79,71,61,67,80,76,79,71,-5,-4,9,-5,big_increase
해남군,E,85,83,69,67,99,102,85,83,69,67,99,102,35,-19,-16,35,big_increase
해남군,F,1731,1784,1908,1767,1794,1659,1731,1784,1908,1767,1794,1659,-108,125,-17,-108,big_increase
해남군,G,1911,2008,2183,1952,1694,2009,1911,2008,2183,1952,1694,2009,57,-1,-56,57,small_increase
해남군,H,498,430,427,332,356,329,498,430,427,332,356,329,-3,101,-98,-3,big_increase
해남군,I,1443,1465,1461,1033,998,1237,1443,1465,1461,1033,998,1237,204,228,-432,204,big_increase
해남군,J,87,126,90,86,86,96,87,126,90,86,86,96,10,30,-40,10,big_increase
해남군,K,844,835,851,841,874,801,844,835,851,841,874,801,-40,34,6,-40,big_increase
해남군,L,77,76,131,125,166,157,77,76,131,125,166,157,32,-81,49,32,big_increase
해남군,M,240,247,256,236,345,362,240,247,256,236,345,362,126,-115,-11,126,big_increase
해남군,N,97,94,208,150,191,172,97,94,208,150,191,172,22,-78,56,22,big_increase
해남군,P,281,317,314,287,274,248,281,317,314,287,274,248,-39,69,-30,-39,big_increase
해남군,Q,2629,2690,3013,3110,3574,3575,2629,2690,3013,3110,3574,3575,465,-885,420,465,small_decrease
해남군,R,281,294,246,227,205,323,281,294,246,227,205,323,96,-29,-67,96,big_increase
해남군,S,683,695,714,771,678,738,683,695,714,771,678,738,-33,-43,76,-33,big_increase
영암군,A,229,264,273,277,425,358,229,264,273,277,425,358,81,-94,13,81,big_increase
영암군,B,45,42,51,30,23,25,45,42,51,30,23,25,-5,17,-12,-5,big_increase
영암군,C,15527,15109,15187,14541,14562,16949,15527,15109,15187,14541,14562,16949,2408,-1840,-568,2408,small_decrease
영암군,D,83,101,96,77,86,66,83,101,96,77,86,66,-11,35,-24,-11,big_increase
영암군,E,106,104,122,122,161,155,106,104,122,122,161,155,33,-51,18,33,big_increase
영암군,F,3357,3165,3399,3481,4302,4397,3357,3165,3399,3481,4302,4397,916,-1232,316,916,small_decrease
영암군,G,1684,1785,2062,1708,1876,1805,1684,1785,2062,1708,1876,1805,97,-20,-77,97,small_increase
영암군,H,1136,791,789,715,748,707,1136,791,789,715,748,707,-8,84,-76,-8,big_increase
영암군,I,1200,1326,1487,1006,1267,1205,1200,1326,1487,1006,1267,1205,199,121,-320,199,big_increase
영암군,J,69,77,117,93,130,148,69,77,117,93,130,148,55,-71,16,55,big_increase
영암군,K,421,410,439,411,412,435,421,410,439,411,412,435,24,-25,1,24,big_increase
영암군,L,70,139,155,159,166,152,70,139,155,159,166,152,-7,-13,20,-7,big_increase
영암군,M,323,355,454,460,638,685,323,355,454,460,638,685,225,-330,105,225,big_increase
영암군,N,360,327,411,385,542,585,360,327,411,385,542,585,200,-258,58,200,big_increase
영암군,P,628,647,708,696,716,747,628,647,708,696,716,747,51,-100,49,51,big_increase
영암군,Q,1864,1845,2079,2211,2239,2324,1864,1845,2079,2211,2239,2324,113,-479,366,113,small_increase
영암군,R,289,322,344,400,474,419,289,322,344,400,474,419,19,-97,78,19,big_increase
영암군,S,361,383,451,400,473,412,361,383,451,400,473,412,12,-29,17,12,big_increase
무안군,A,184,180,173,160,306,366,184,180,173,160,306,366,206,-186,-20,206,big_increase
무안군,B,9,12,5,3,13,17,9,12,5,3,13,17,14,-5,-9,14,big_increase
