Region,Industry,2017_c,2017_w,2018_c,2018_w,2019_c,2019_w,2020_c,2020_w,2021_c,2021_w,2022_c,2022_w,labeling,Industry Distribution
부산광역시 해운대구,H,270,3897,292,4183,320,3784,282,3632,306,4025,303,4165,I,0.03540492523737876
부산광역시 해운대구,I,3018,18616,3066,19045,3174,18674,2393,14531,2502,14593,2705,16351,I,0.13899302102194
부산광역시 해운대구,J,435,5249,473,5587,471,5900,520,6277,584,6460,639,6578,I,0.055916830302875746
부산광역시 해운대구,K,250,3156,263,3570,263,3462,259,3219,250,3306,249,3291,I,0.027975416316017646
부산광역시 해운대구,L,935,4859,966,5113,1061,5089,1066,4836,1221,5475,1289,5343,I,0.04541861117486548
부산광역시 해운대구,M,860,6967,970,7868,997,8113,1015,8514,1144,8797,1141,8727,I,0.0741845816438426
부산광역시 해운대구,N,388,7956,412,9305,433,10640,389,8132,399,8296,404,8848,I,0.07521315210091892
부산광역시 해운대구,P,833,6316,827,6357,886,6299,791,5525,790,5698,818,5442,I,0.04626016882156428
부산광역시 해운대구,Q,1017,13063,1011,13210,1038,15655,1035,16614,1047,16636,1092,17332,I,0.147332092248319
부산광역시 해운대구,R,363,2517,404,2773,393,2622,287,1986,293,1965,321,2246,I,0.01909230782308588
부산광역시 해운대구,S,1025,4311,1031,4422,1088,4591,915,3480,874,3650,909,3852,I,0.03274424298064418
부산광역시 사하구,A,8,441,10,461,9,450,7,229,8,169,8,193,D,0.002300357568533969
부산광역시 사하구,B,0,0,0,0,0,0,1,10,0,0,0,0,D,0.0
부산광역시 사하구,C,2385,30372,2329,29501,2244,28932,2031,26508,2093,26140,2109,25622,D,0.30538736591179977
부산광역시 사하구,D,7,356,9,358,7,369,6,333,6,371,5,345,D,0.004112038140643624
부산광역시 사하구,E,44,765,44,824,40,839,42,826,48,845,53,816,D,0.009725864123957092
부산광역시 사하구,F,362,4574,382,3967,416,3903,284,3529,296,3676,320,3527,D,0.042038140643623365
부산광역시 사하구,G,2059,10664,2045,10534,2087,10906,1664,8992,1730,9232,1686,8908,D,0.10617401668653159
부산광역시 사하구,H,288,7319,298,6980,319,6930,253,5807,279,5830,287,5516,D,0.06574493444576877
부산광역시 사하구,I,2029,7425,2079,7835,2219,8500,1271,5063,1348,5220,1536,6083,D,0.07250297973778308
부산광역시 사하구,J,38,241,45,258,42,238,44,245,48,276,58,285,D,0.003396901072705602
부산광역시 사하구,K,130,1783,124,1604,120,1486,114,1549,115,1483,118,1487,D,0.017723480333730633
부산광역시 사하구,L,378,1739,400,1868,465,2024,423,1692,486,1969,515,1975,D,0.023539928486293205
부산광역시 사하구,M,173,1694,183,1726,200,1694,186,1641,199,1794,207,1809,D,0.021561382598331347
부산광역시 사하구,N,229,2743,216,2410,239,3042,208,2687,196,2742,212,3452,D,0.04114421930870083
부산광역시 사하구,P,533,5591,526,5597,565,5307,466,5677,447,5528,424,5479,D,0.06530393325387365
부산광역시 사하구,Q,752,10137,748,10535,775,11530,780,13486,784,15390,788,15547,D,0.18530393325387365
부산광역시 사하구,R,234,929,256,1003,250,1002,154,641,156,573,164,687,D,0.008188319427890346
부산광역시 사하구,S,730,2494,769,2834,795,2814,626,2176,665,2098,669,2169,D,0.025852205005959476
부산광역시 금정구,A,3,16,3,3,3,10,3,6,4,28,4,28,D,0.00039943508466597243
부산광역시 금정구,B,0,0,0,0,0,0,0,0,1,1,0,0,D,0.0
부산광역시 금정구,C,983,9554,966,8936,963,8664,873,7739,877,7476,917,7983,D,0.11388179574601635
부산광역시 금정구,D,0,0,0,0,0,0,1,4,3,5,2,3,D,4.279661621421133e-05
부산광역시 금정구,E,17,316,19,323,23,350,23,322,24,351,32,544,D,0.007760453073510321
부산광역시 금정구,F,586,12140,588,11567,604,13305,470,13849,570,14365,608,12468,D,0.1778627369862623
부산광역시 금정구,G,1940,10508,1858,10413,1879,10467,1579,8298,1699,9041,1699,8958,D,0.12779069601563503
부산광역시 금정구,H,218,6940,236,6798,266,6230,214,4951,242,6802,229,6873,D,0.09804704774675815
부산광역시 금정구,I,1691,6924,1659,6900,1797,7506,1212,5085,1244,5251,1424,6076,D,0.08667741337251601
부산광역시 금정구,J,57,602,66,571,73,569,78,506,94,672,100,743,D,0.01059929528238634
부산광역시 금정구,K,97,978,93,1009,91,999,86,949,87,1024,84,970,D,0.01383757257592833
부산광역시 금정구,L,361,1413,312,1249,372,1445,352,1280,370,1361,392,1309,D,0.01867359020813421
부산광역시 금정구,M,350,2726,355,2818,367,3252,352,3184,418,3750,423,3834,D,0.05469407552176208
부산광역시 금정구,N,166,3471,167,3628,196,4279,164,4412,177,3942,183,2285,D,0.032596756016490966
부산광역시 금정구,P,452,5192,432,4930,471,4967,433,4392,421,4704,409,4273,D,0.06095664702777501
부산광역시 금정구,Q,593,8194,595,8295,584,9118,588,9320,615,9757,628,9807,D,0.13990213840425683
부산광역시 금정구,R,237,1670,254,1738,263,1808,178,1251,196,1641,211,1563,D,0.022297037047604103
부산광역시 금정구,S,652,2756,641,2733,670,2891,566,2444,563,2551,575,2382,D,0.033980513274083794
부산광역시 강서구,A,5,19,7,24,11,37,13,34,10,29,10,30,I,0.00024454063042574526
부산광역시 강서구,B,4,56,4,35,5,27,6,26,6,30,5,24,I,0.0001956325043405962
부산광역시 강서구,C,4944,66423,5170,67558,5312,69239,5043,66139,5774,68775,6004,70488,I,0.5745726652483311
부산광역시 강서구,D,7,138,12,147,11,143,10,145,9,129,9,172,I,0.0014020329477742728
부산광역시 강서구,E,64,643,69,691,70,713,57,625,73,852,76,785,I,0.006398813162807
부산광역시 강서구,F,364,2901,408,3202,472,3767,394,2849,556,3731,623,4132,I,0.03368139616397264
부산광역시 강서구,G,2606,11973,2728,13060,3063,14720,2910,13278,3488,15921,3578,16350,I,0.13327464358203114
부산광역시 강서구,H,355,7604,377,7806,432,8010,381,7836,410,8638,424,9093,I,0.07412026508204338
부산광역시 강서구,I,1190,4642,1257,5233,1403,5716,1019,4061,1162,4715,1452,5878,I,0.04791366085475102
부산광역시 강서구,J,29,122,33,358,41,369,51,428,69,592,86,780,I,0.0063580563910693765
부산광역시 강서구,K,75,691,79,754,85,733,82,667,95,743,100,737,I,0.006007548154125808
부산광역시 강서구,L,299,891,285,821,404,1029,384,980,409,1049,423,948,I,0.007727483921453549
부산광역시 강서구,M,175,2213,209,2555,246,3065,249,2906,318,3493,354,3638,I,0.029654627116295372
부산광역시 강서구,N,152,1237,163,1397,186,1409,164,1101,204,1421,222,1408,I,0.011477106921314977
부산광역시 강서구,P,191,1108,218,1335,259,1572,227,1366,267,1634,319,1841,I,0.015006643353793233
부산광역시 강서구,Q,225,1901,255,2305,294,2724,302,3253,309,3788,346,3702,I,0.030176313794536964
부산광역시 강서구,R,144,1515,172,1596,160,1525,92,1101,101,1142,142,1321,I,0.010767939093080315
부산광역시 강서구,S,287,1099,305,1163,350,1324,313,1125,331,1242,370,1352,I,0.011020631077853586
부산광역시 연제구,A,0,0,1,16,0,0,1,6,3,7,2,12,D,0.00018180440875691236
부산광역시 연제구,B,0,0,0,0,0,0,0,0,0,0,0,0,D,0.0
부산광역시 연제구,C,326,2525,321,2268,312,2129,262,1882,257,1896,268,1803,D,0.027316112415726082
부산광역시 연제구,D,0,0,0,0,0,0,1,1,2,7,0,0,D,0.0
부산광역시 연제구,E,9,89,8,86,9,87,6,81,10,39,8,71,D,0.0010756760851450648
부산광역시 연제구,F,659,10763,656,10769,675,10141,528,9228,532,8936,539,9374,D,0.14201954397394137
부산광역시 연제구,G,1642,10147,1555,9480,1648,9722,1402,7478,1458,7772,1427,7809,D,0.11830921899856071
부산광역시 연제구,H,198,1930,213,2426,213,2438,183,1929,185,1651,191,1778,D,0.026937353230815846
부산광역시 연제구,I,1705,7266,1664,7074,1745,7160,1138,4704,1259,5126,1358,5788,D,0.08769032649041739
부산광역시 연제구,J,72,771,77,805,87,848,86,740,88,838,113,783,D,0.011862737671388532
부산광역시 연제구,K,363,7278,343,6927,347,6464,339,5894,339,6274,332,5932,D,0.08987197939550035
부산광역시 연제구,L,581,3472,547,3310,595,3012,594,2771,627,2714,673,2626,D,0.03978486478297099
부산광역시 연제구,M,953,5669,968,5898,978,5706,1003,5876,1021,5964,1036,6552,D,0.09926520718127414
부산광역시 연제구,N,316,7103,306,5724,313,5369,306,5345,297,5072,305,5688,D,0.08617528975077646
부산광역시 연제구,P,385,2737,381,2654,399,2918,362,2676,358,2785,360,2929,D,0.04437542610408302
부산광역시 연제구,Q,574,7909,577,8222,602,9274,605,9987,614,10167,640,11083,D,0.16791152185440497
부산광역시 연제구,R,162,808,180,797,173,791,121,521,142,635,144,656,D,0.009938641012044542
부산광역시 연제구,S,691,2801,691,3022,686,2898,587,2512,577,2690,654,3121,D,0.04728429664419362
부산광역시 수영구,A,1,5,1,17,3,35,2,3,3,15,2,40,I,0.0008692250858359773
부산광역시 수영구,B,0,0,0,0,0,0,0,0,0,0,0,0,I,0.0
부산광역시 수영구,C,284,1796,275,1699,276,1591,205,1222,218,1203,227,1229,I,0.0267069407623104
부산광역시 수영구,D,1,295,3,323,2,317,2,327,2,296,2,338,I,0.007344951975314007
부산광역시 수영구,E,13,312,13,295,13,340,12,238,16,317,15,314,I,0.006823416923812421
부산광역시 수영구,F,502,7565,550,7930,525,8330,361,6276,434,6826,443,7514,I,0.16328393237428832
부산광역시 수영구,G,1375,6695,1287,6490,1298,6462,1052,5187,1121,5666,1112,5565,I,0.12093094006693034
부산광역시 수영구,H,141,2340,152,2360,159,2434,117,1930,129,1997,137,2071,I,0.04500412881915772
부산광역시 수영구,I,1745,7387,1732,7621,1727,7586,1178,5403,1383,6101,1605,7523,I,0.16347950801860142
부산광역시 수영구,J,50,557,55,563,58,561,57,551,74,709,88,794,I,0.01725411795384415
부산광역시 수영구,K,80,1000,75,929,81,778,70,683,71,698,73,719,I,0.015624320917901691
부산광역시 수영구,L,320,1430,318,1423,351,1474,327,1261,407,1543,458,1795,I,0.03900647572688948
부산광역시 수영구,M,235,1836,243,1869,265,2042,255,2037,289,2205,318,2202,I,0.047850840975270544
부산광역시 수영구,N,252,2605,243,1999,274,2340,242,1865,256,2343,263,1995,I,0.04335260115606936
부산광역시 수영구,P,312,2049,317,2029,349,2010,299,1705,282,1679,296,1832,I,0.03981050893128776
부산광역시 수영구,Q,466,6836,476,7005,502,8026,485,7393,511,8249,540,9802,I,0.21300360728410622
부산광역시 수영구,R,178,732,175,682,163,631,121,473,127,461,136,596,I,0.012951453778956061
부산광역시 수영구,S,532,2158,552,2155,521,1945,422,1510,447,1665,471,1689,I,0.03670302924942414
부산광역시 사상구,A,0,0,0,0,1,2,2,2,2,6,0,0,D,0.0
부산광역시 사상구,B,1,1,0,0,0,0,0,0,0,0,0,0,D,0.0
부산광역시 사상구,C,4831,38945,4663,37765,4607,36420,4292,32835,4271,32179,4187,31256,D,0.33690836773630256
부산광역시 사상구,D,3,92,3,92,3,95,3,96,4,103,4,106,D,0.0011425738091901739
부산광역시 사상구,E,58,646,59,690,64,703,62,704,69,765,68,769,D,0.008289049615728714
부산광역시 사상구,F,494,4332,529,4807,579,5346,454,4167,483,4175,500,4234,D,0.04563827837840751
부산광역시 사상구,G,4697,22830,4340,21595,4466,21847,4169,19712,4129,19535,4046,19595,D,0.21121446972718355
부산광역시 사상구,H,276,4875,296,4600,312,5044,250,4399,272,4197,266,4180,D,0.04505621247561252
부산광역시 사상구,I,1472,5938,1553,6450,1591,6529,1018,4072,1151,4531,1183,4855,D,0.05233203626054994
부산광역시 사상구,J,86,593,99,641,114,725,111,659,128,747,135,759,D,0.008181259633729641
부산광역시 사상구,K,109,1095,112,1175,117,1131,106,1003,109,1079,111,1086,D,0.011705992045099329
부산광역시 사상구,L,288,1200,305,1483,356,1400,356,1317,447,1801,431,1654,D,0.017828463022646675
부산광역시 사상구,M,353,2743,372,2738,400,2893,414,3158,444,3364,445,3253,D,0.03506408114429845
부산광역시 사상구,N,191,3931,180,3698,208,3315,175,2590,189,2754,192,3370,D,0.0363252239336876
부산광역시 사상구,P,289,4407,287,4452,304,4061,264,3869,257,4123,235,4278,D,0.04611255429920343
부산광역시 사상구,Q,476,7407,466,7789,486,8165,480,8469,493,9078,506,9810,D,0.10574197234109062
부산광역시 사상구,R,179,778,173,763,179,800,131,532,128,565,126,564,D,0.006079354984747718
부산광역시 사상구,S,677,3220,683,3216,719,3474,631,2923,633,2790,655,3004,D,0.03238011059252153
부산광역시 기장군,A,5,47,7,37,7,32,8,40,18,75,21,91,I,0.0015088207985143919
부산광역시 기장군,B,0,0,0,0,0,0,0,0,2,4,0,0,I,0.0
부산광역시 기장군,C,873,16696,900,16134,968,16465,937,16182,1088,16995,1168,17265,I,0.2862614405093514
부산광역시 기장군,D,8,1613,9,1587,9,1730,8,1725,9,1612,9,1771,I,0.02936397400185701
부산광역시 기장군,E,39,438,39,413,49,515,51,612,56,627,59,606,I,0.01004775169120573
부산광역시 기장군,F,369,4383,366,4682,379,4097,318,3386,459,5041,538,5155,I,0.08547221116859
부산광역시 기장군,G,1596,7143,1570,7241,1668,8049,1369,6447,1604,7446,1686,7990,I,0.13247778219923068
부산광역시 기장군,H,72,2377,76,2480,90,2767,81,2539,93,2525,108,2571,I,0.0426283326701154
부산광역시 기장군,I,1311,6037,1340,6661,1545,7254,1162,5786,1422,6703,1565,7890,I,0.13081973736569838
부산광역시 기장군,J,15,122,16,135,16,126,17,87,20,106,30,145,I,0.002404165008621833
부산광역시 기장군,K,57,619,57,553,53,598,54,641,62,711,62,615,I,0.010196975726223637
부산광역시 기장군,L,207,1041,204,903,231,914,226,875,296,1192,320,1194,I,0.019797055312375647
부산광역시 기장군,M,79,418,81,467,96,552,92,552,114,1012,131,1049,I,0.017392890303753815
부산광역시 기장군,N,110,2281,113,2515,123,2119,102,1546,125,1382,147,1676,I,0.027788831410001328
부산광역시 기장군,P,254,1664,258,1721,305,1851,270,1554,318,1628,386,1797,I,0.02979506565857541
부산광역시 기장군,Q,416,4988,426,5281,444,5563,447,6009,450,6209,496,6990,I,0.11589733386390769
부산광역시 기장군,R,106,1106,116,1229,135,1453,91,777,137,1167,168,2040,I,0.033824114604058896
부산광역시 기장군,S,409,1459,423,1507,452,1508,386,1323,411,1677,436,1467,I,0.024323517707918824
대구광역시 중구,A,0,0,0,0,0,0,0,0,2,6,2,4,D,6.013771536819316e-05
대구광역시 중구,B,0,0,0,0,0,0,0,0,0,0,0,0,D,0.0
대구광역시 중구,C,719,3184,663,3379,632,2905,520,2323,497,2031,486,2055,D,0.030895751270409236
대구광역시 중구,D,3,298,5,300,4,306,10,251,10,216,6,174,D,0.0026159906185164025
대구광역시 중구,E,7,60,10,253,10,226,10,344,13,265,10,49,D,0.0007366870132603662
대구광역시 중구,F,203,4701,195,4135,214,4109,198,5271,221,3439,243,5428,D,0.08160687975463812
대구광역시 중구,G,3328,15131,3296,14453,3251,14276,2432,9912,2379,10185,2253,9887,D,0.14864539796133144
대구광역시 중구,H,105,922,107,990,125,1061,93,776,98,746,107,675,D,0.010148239468382596
대구광역시 중구,I,2029,9496,2065,10107,2143,9515,1512,6494,1549,6831,1712,7963,D,0.11971915686923054
대구광역시 중구,J,114,1545,110,1465,125,1391,123,1184,146,1312,184,1468,D,0.02207054154012689
대구광역시 중구,K,550,12487,492,11111,496,11218,456,9508,464,9558,475,10007,D,0.15044952942237724
대구광역시 중구,L,256,1506,274,1623,314,1572,324,1483,353,1491,413,1578,D,0.023724328712752204
대구광역시 중구,M,427,2700,440,2582,439,2695,405,2343,469,2846,494,3279,D,0.04929789217307635
대구광역시 중구,N,373,5103,364,4664,363,4837,319,3543,335,4965,328,4900,D,0.07366870132603662
대구광역시 중구,P,362,3064,354,2915,369,3163,329,2341,320,2529,337,2534,D,0.03809724268575037
대구광역시 중구,Q,579,11823,612,13164,605,10977,610,13022,624,13132,626,13624,D,0.2048290585440659
대구광역시 중구,R,183,881,200,873,207,991,148,722,155,766,160,829,D,0.012463541510058032
대구광역시 중구,S,642,2789,652,2877,632,2777,502,2118,518,2127,544,2060,D,0.03097092341461948
대구광역시 동구,A,2,7,2,4,3,4,3,5,4,23,7,12,I,0.0001324795760653566
대구광역시 동구,B,3,10,2,8,1,2,1,8,1,1,1,1,I,1.103996467211305e-05
대구광역시 동구,C,764,6760,728,6622,749,7078,679,6324,697,6397,701,6531,I,0.07210200927357033
대구광역시 동구,D,11,1203,14,1238,15,1223,14,1508,13,1190,13,1315,I,0.01451755354382866
대구광역시 동구,E,33,292,32,330,32,383,33,329,38,296,40,364,I,0.00401854714064915
대구광역시 동구,F,723,8221,729,8186,757,9062,591,7176,638,10765,712,10733,I,0.11849194082578936
대구광역시 동구,G,3478,16177,3280,16439,3261,16665,2729,13323,2760,14352,2871,14744,I,0.1627732391256348
대구광역시 동구,H,268,6482,281,6554,307,6769,270,6165,285,5572,296,5531,I,0.061062044601457276
대구광역시 동구,I,2360,9836,2230,9655,2300,9758,1769,7293,1769,7239,1969,8406,I,0.0928019430337823
대구광역시 동구,J,158,2072,154,2466,154,2478,154,2730,196,3208,241,3243,I,0.03580260543166262
대구광역시 동구,K,211,2881,201,2678,199,2685,194,2559,205,2527,208,2566,I,0.028328549348642085
대구광역시 동구,L,466,2493,491,2703,539,2961,544,2895,554,3087,579,3017,I,0.03330757341576507
대구광역시 동구,M,472,4551,486,4984,530,5354,534,5529,557,5481,553,5419,I,0.059825568558180615
대구광역시 동구,N,244,8023,261,7767,302,6576,259,5189,282,5412,306,6267,I,0.06918745860013248
대구광역시 동구,P,506,3897,493,3866,506,4044,460,3640,444,3686,447,3751,I,0.04141090748509605
대구광역시 동구,Q,925,10758,945,11687,988,12351,976,12584,957,13072,999,13629,I,0.15046367851622874
대구광역시 동구,R,234,1152,241,1134,256,1168,193,869,185,887,211,1097,I,0.012110841245308016
대구광역시 동구,S,1143,4294,1134,4368,1162,4803,1050,4197,945,4107,966,3954,I,0.043652020313534996
대구광역시 서구,A,0,0,0,0,0,0,0,0,0,0,0,0,D,0.0
대구광역시 서구,B,1,1,1,1,1,4,1,3,1,1,1,1,D,1.761897210916715e-05
대구광역시 서구,C,1936,18814,1907,18235,1842,17388,1696,15295,1659,15501,1663,16050,D,0.28278450235213276
대구광역시 서구,D,10,313,16,306,12,259,14,265,15,338,14,336,D,0.005919974628680163
대구광역시 서구,E,36,416,36,422,40,514,40,476,38,471,41,484,D,0.008527582500836902
대구광역시 서구,F,492,3614,503,3856,519,4253,349,2884,393,2895,450,3334,D,0.05874165301196328
대구광역시 서구,G,2443,11388,2343,11288,2368,11292,2112,9729,2121,9716,2135,9720,D,0.17125640890110472
대구광역시 서구,H,158,3322,164,3272,151,2930,124,2545,128,2773,132,2501,D,0.04406504924502704
대구광역시 서구,I,929,3387,920,3503,986,3706,639,2374,712,2662,738,2852,D,0.05024930845534471
대구광역시 서구,J,23,325,18,329,19,279,23,316,35,450,41,519,D,0.009144246524657751
대구광역시 서구,K,136,1998,143,2420,124,1855,120,1642,122,1640,127,1481,D,0.02609369769367655
대구광역시 서구,L,195,1163,210,1141,247,1272,228,974,278,1034,281,1021,D,0.01798897052345966
대구광역시 서구,M,146,1422,156,1347,159,1324,145,1228,180,1503,180,1539,D,0.027115598076008246
대구광역시 서구,N,185,2311,186,2506,215,3139,172,2792,180,3071,198,2938,D,0.05176454005673309
대구광역시 서구,P,182,1424,164,1448,182,1631,155,1301,162,1367,153,1342,D,0.023644660570502317
대구광역시 서구,Q,539,7171,538,7954,528,8204,529,8052,516,9541,557,9994,D,0.17608400725901652
대구광역시 서구,R,107,364,112,423,132,515,78,319,68,289,78,319,D,0.005620452102824321
대구광역시 서구,S,555,2780,549,2548,563,2594,504,2398,494,2274,494,2326,D,0.040981729125922794
대구광역시 남구,A,1,19,1,19,2,27,2,37,2,22,3,29,I,0.000682545659951045
대구광역시 남구,B,0,0,1,3,1,3,1,1,0,0,0,0,I,0.0
대구광역시 남구,C,299,1223,311,1372,279,1285,226,1063,220,1056,240,1088,I,0.025607230276784035
대구광역시 남구,D,2,10,1,3,4,8,3,3,2,2,1,2,I,4.7072114479382414e-05
대구광역시 남구,E,13,71,13,64,20,96,17,73,14,56,15,109,I,0.0025654302391263416
대구광역시 남구,F,419,2789,433,3543,473,3421,307,2494,276,2433,330,2886,I,0.06792506119374882
대구광역시 남구,G,1010,4583,976,4626,1079,4980,931,3983,842,3701,862,3819,I,0.08988420259838072
대구광역시 남구,H,85,946,83,1003,88,978,59,773,63,865,68,1010,I,0.02377141781208812
대구광역시 남구,I,1030,3824,991,3947,1005,3855,707,2654,731,2722,834,3225,I,0.07590378459800415
대구광역시 남구,J,111,1228,108,910,103,943,107,1022,103,861,110,816,I,0.019205422707588026
대구광역시 남구,K,93,1034,92,1083,95,1156,95,981,96,1061,105,1384,I,0.03257390321973263
대구광역시 남구,L,185,1085,221,1151,241,1026,216,868,249,961,297,1164,I,0.027395970627000565
대구광역시 남구,M,330,2231,317,2159,321,2226,311,2181,323,2230,337,2251,I,0.052979664846544906
대구광역시 남구,N,153,6303,160,6792,176,6822,139,4708,142,5293,143,4177,I,0.09831011109019017
대구광역시 남구,P,253,3474,248,3093,248,3327,189,2867,168,2760,182,3043,I,0.07162022218038035
대구광역시 남구,Q,463,8664,470,11180,524,12785,505,13068,504,14499,538,15684,I,0.3691395217473169
대구광역시 남구,R,144,546,155,646,178,633,139,497,124,476,145,543,I,0.012780079081152326
대구광역시 남구,S,544,1696,509,1780,510,1605,495,1348,430,1246,445,1258,I,0.029608360007531538
대구광역시 북구,A,2,160,2,139,3,188,3,172,4,148,6,158,D,0.001364645321771275
대구광역시 북구,B,0,0,0,0,0,0,0,0,0,0,0,0,D,0.0
대구광역시 북구,C,5223,32440,4939,30627,4905,29572,4396,25662,4459,25310,4307,25017,D,0.21607172161235436
대구광역시 북구,D,6,260,6,268,10,268,11,351,11,295,16,284,D,0.00245290678090533
대구광역시 북구,E,32,331,34,335,37,333,37,347,38,374,43,656,D,0.005665869184063015
대구광역시 북구,F,875,9403,886,9175,930,9760,740,7347,846,7241,855,6737,D,0.05818744008084228
대구광역시 북구,G,5504,25499,5263,25183,5582,26847,4852,21917,5113,23092,4929,22767,D,0.19663848127067482
대구광역시 북구,H,220,4076,228,3973,262,4222,221,3541,243,3318,242,3670,D,0.0316977742462062
대구광역시 북구,I,2580,10690,2598,11328,2933,11921,2095,8591,2213,9038,2336,9867,D,0.08522123664504538
대구광역시 북구,J,193,1682,212,1971,218,2007,224,2062,246,2100,257,1897,D,0.016384380856962713
대구광역시 북구,K,202,3075,206,2477,208,2439,206,2271,211,2424,212,2482,D,0.021437023345799396
대구광역시 북구,L,542,3069,521,3032,538,3036,511,2736,627,3258,611,3394,D,0.029313963430960176
대구광역시 북구,M,422,3117,429,3102,460,3231,461,3314,491,3496,518,3677,D,0.03175823321615809
대구광역시 북구,N,224,5733,228,5581,277,5721,246,5047,258,4587,257,4733,D,0.04087890068318636
대구광역시 북구,P,767,8291,752,7869,798,8013,736,7041,760,7547,746,7439,D,0.0642506110674463
대구광역시 북구,Q,1081,13471,1068,14157,1093,14589,1101,15956,1131,16969,1191,18200,D,0.15719332187491902
대구광역시 북구,R,326,1909,363,2224,393,2342,279,1394,286,1423,298,1491,D,0.012877760599752982
대구광역시 북구,S,928,3604,909,3555,959,3847,838,3139,839,3149,850,3312,D,0.028605729782952297
대구광역시 수성구,A,0,0,0,0,0,0,1,1,1,1,1,1,D,9.766674154450185e-06
대구광역시 수성구,B,1,11,1,12,1,12,1,13,1,2,1,2,D,1.953334830890037e-05
대구광역시 수성구,C,358,2059,346,2024,356,2178,296,1696,340,1926,359,2116,D,0.02066628251081659
대구광역시 수성구,D,8,184,10,193,2,181,11,196,10,207,8,210,D,0.002051001572434539
대구광역시 수성구,E,13,109,13,126,14,142,11,180,12,174,14,227,D,0.002217035033060192
대구광역시 수성구,F,972,15009,972,15412,952,14375,753,12243,829,12995,869,13265,D,0.1295549326587817
대구광역시 수성구,G,2484,13544,2395,13849,2616,14431,2040,11271,2154,11555,2176,10637,D,0.10388811298088661
대구광역시 수성구,H,112,2022,118,1887,124,1821,105,1406,121,1730,112,1930,D,0.018849681118088858
대구광역시 수성구,I,2894,13920,2863,14466,3084,14759,2133,10477,2302,11397,2541,12828,D,0.12528689605328697
대구광역시 수성구,J,130,1716,123,1650,126,1571,131,1516,190,2300,235,2830,D,0.027639687857094024
대구광역시 수성구,K,422,7474,391,7562,381,8190,346,7372,356,7561,379,7654,D,0.07475412397816171
대구광역시 수성구,L,766,4269,778,3836,918,4549,870,3689,926,4396,972,4150,D,0.04053169774096827
대구광역시 수성구,M,842,5650,864,5689,878,5982,900,5961,1021,6558,1036,6563,D,0.06409868247565656
대구광역시 수성구,N,281,9496,270,8817,284,8501,241,8166,282,8730,296,9202,D,0.0898729355692506
대구광역시 수성구,P,1155,9672,1170,9571,1255,9574,1049,8143,1032,8352,1109,8715,D,0.08511656525603337
대구광역시 수성구,Q,1142,11472,1147,12928,1156,13743,1135,13992,1198,15644,1258,16616,D,0.16228305775034427
대구광역시 수성구,R,445,2668,481,2819,529,2917,323,1950,354,2213,375,2282,D,0.022287550420455323
대구광역시 수성구,S,1065,3942,1059,4046,1047,3884,853,3006,794,2923,873,3161,D,0.030872457002217035
대구광역시 달서구,A,0,0,0,0,1,1,2,2,2,3,1,1,D,6.173754136415271e-06
대구광역시 달서구,B,2,6,0,0,1,4,1,4,0,0,0,0,D,0.0
대구광역시 달서구,C,4248,54247,4158,53940,4173,53148,3955,48862,4122,48707,4114,48596,D,0.30001975601323655
대구광역시 달서구,D,7,96,10,106,9,106,14,115,17,129,15,125,D,0.0007717192670519089
대구광역시 달서구,E,63,869,69,865,75,941,70,948,65,968,66,832,D,0.0051365634414975055
대구광역시 달서구,F,1010,9436,1084,9858,1102,10397,777,8359,852,9385,898,9517,D,0.05875561811626414
대구광역시 달서구,G,4396,20726,4217,20365,4308,21063,3603,16156,3753,17501,3685,17265,D,0.10658986516520966
대구광역시 달서구,H,359,7555,350,7159,388,7664,351,5877,367,7104,366,7215,D,0.044543636094236186
대구광역시 달서구,I,3747,15341,3768,15744,3973,16222,2733,10984,2854,11566,3082,12735,D,0.07862275892724849
대구광역시 달서구,J,142,1567,139,1511,152,1548,165,1371,194,1738,209,1764,D,0.010890502296636538
대구광역시 달서구,K,344,5350,350,5304,360,5802,340,5045,340,4882,343,5143,D,0.03175161752358374
대구광역시 달서구,L,686,4293,680,4106,767,4412,724,3597,833,4044,803,3520,D,0.021731614560181755
대구광역시 달서구,M,656,4951,681,4998,694,5162,684,5196,728,5408,753,5398,D,0.03332592482836964
대구광역시 달서구,N,436,7452,437,7821,466,9275,411,7648,410,7649,429,7852,D,0.04847631747913271
대구광역시 달서구,P,1179,11347,1138,11315,1214,12018,1100,10911,1160,10748,1161,11020,D,0.0680347705832963
대구광역시 달서구,Q,1444,16919,1427,17557,1461,19404,1447,22830,1444,23570,1526,24900,D,0.15372647799674025
대구광역시 달서구,R,560,2989,610,3042,593,3058,375,2049,360,2178,376,2192,D,0.013532869067022274
대구광역시 달서구,S,1255,5134,1243,5218,1287,5135,1066,4090,1094,4118,1080,3901,D,0.024083814886155974
대구광역시 달성군,A,10,251,13,156,13,194,11,158,8,134,10,153,I,0.0017090007372160042
대구광역시 달성군,B,1,13,1,12,1,10,1,10,1,11,2,11,I,0.00012286933404820946
대구광역시 달성군,C,3007,46285,3011,46140,3069,46817,2947,44279,3051,45883,3082,46876,I,0.5236020820767151
대구광역시 달성군,D,8,197,9,211,10,224,8,230,7,221,7,230,I,0.0025690860755534705
대구광역시 달성군,E,67,541,70,540,73,552,75,532,85,623,101,718,I,0.0080200165315104
