Region,Industry,2017_c,2017_w,2018_c,2018_w,2019_c,2019_w,2020_c,2020_w,2021_c,2021_w,2022_c,2022_w,labeling,Industry Distribution
양주시,D,105,109,170,133,132,133,105,109,170,133,132,133,I,0.0017131448444644812
양주시,E,880,900,991,1017,1102,1205,880,900,991,1017,1102,1205,I,0.015521349906614286
양주시,F,3626,4334,4767,3360,4505,4827,3626,4334,4767,3360,4505,4827,I,0.06217556514458685
양주시,G,8857,9399,10178,8669,10227,10436,8857,9399,10178,8669,10227,10436,I,0.13442390674309268
양주시,H,1952,2192,2589,2334,3162,2842,1952,2192,2589,2334,3162,2842,I,0.03660720036066207
양주시,I,5076,5515,6547,4887,5279,6063,5076,5515,6547,4887,5279,6063,I,0.0780962194886327
양주시,J,91,157,194,129,194,251,91,157,194,129,194,251,I,0.003233077864365299
양주시,K,796,700,704,645,644,688,796,700,704,645,644,688,I,0.008861982353320023
양주시,L,954,1016,1290,1174,1556,1634,954,1016,1290,1174,1556,1634,I,0.021047208089135055
양주시,M,865,923,1033,1024,1141,1237,865,923,1033,1024,1141,1237,I,0.0159335351323501
양주시,N,1568,1460,1685,1445,1662,1677,1568,1460,1685,1445,1662,1677,I,0.021601081986217557
양주시,P,2686,2895,3276,2674,2975,3270,2686,2895,3276,2674,2975,3270,I,0.0421201777548786
양주시,Q,5827,6670,7834,8585,9550,10417,5827,6670,7834,8585,9550,10417,I,0.13417917176531205
양주시,R,1334,1243,1381,992,1068,1228,1334,1243,1381,992,1068,1228,I,0.015817608037611904
양주시,S,2231,2216,2322,1878,1932,2059,2231,2216,2322,1878,1932,2059,I,0.026521543118438847
포천시,A,225,347,349,295,390,438,225,347,349,295,390,438,I,0.005354392313146378
포천시,B,357,379,424,364,360,423,357,379,424,364,360,423,I,0.005171022713381091
포천시,C,41348,41850,42658,41015,41649,42513,41348,41850,42658,41015,41649,42513,I,0.5197061196547762
포천시,D,375,373,351,341,398,374,375,373,351,341,398,374,I,0.00457201535414782
포천시,E,898,857,917,898,936,906,898,857,917,898,936,906,I,0.01107552382582333
포천시,F,3064,3263,3470,2722,3578,3435,3064,3263,3470,2722,3578,3435,I,0.0419916383462507
포천시,G,8228,8671,9399,8395,9831,9500,8228,8671,9399,8395,9831,9500,I,0.11613407985134838
포천시,H,1940,1935,2287,1668,2122,2033,1940,1935,2287,1668,2122,2033,I,0.024852693088188552
포천시,I,5436,5769,6159,4174,4564,4941,5436,5769,6159,4174,4564,4941,I,0.06040194616268551
포천시,J,80,72,126,129,145,134,80,72,126,129,145,134,I,0.0016381017579032299
포천시,K,1406,1468,1414,1368,1313,1344,1406,1468,1414,1368,1313,1344,I,0.016429916138969707
포천시,L,398,417,417,363,626,625,398,417,417,363,626,625,I,0.007640399990220288
포천시,M,947,1024,1175,1002,1296,1362,947,1024,1175,1002,1296,1362,I,0.01664995965868805
포천시,N,809,878,823,699,1091,1067,809,878,823,699,1091,1067,I,0.013043690863304076
포천시,P,2636,2845,3046,2626,2581,2635,2636,2845,3046,2626,2581,2635,I,0.03221192635876873
포천시,Q,4609,4605,4839,5073,5924,6254,4609,4605,4839,5073,5924,6254,I,0.07645289846214029
포천시,R,1663,1702,1776,1697,1662,2069,1663,1702,1776,1697,1662,2069,I,0.02529278012762524
포천시,S,1711,1743,1696,1573,1735,1749,1711,1743,1696,1573,1735,1749,I,0.021380895332632453
여주시,A,237,254,315,286,500,583,237,254,315,286,500,583,I,0.014752024291497976
여주시,B,72,76,34,57,85,63,72,76,34,57,85,63,I,0.0015941295546558704
여주시,C,7838,7936,8434,7917,7721,8210,7838,7936,8434,7917,7721,8210,I,0.20774291497975708
여주시,D,55,58,57,56,56,77,55,58,57,56,56,77,I,0.0019483805668016195
여주시,E,268,331,494,379,423,449,268,331,494,379,423,449,I,0.011361336032388664
여주시,F,1674,2054,2584,2744,2782,2921,1674,2054,2584,2744,2782,2921,I,0.07391194331983805
여주시,G,4781,4833,5118,3937,4722,5061,4781,4833,5118,3937,4722,5061,I,0.12806174089068825
여주시,H,1345,1366,2302,1467,2967,3548,1345,1366,2302,1467,2967,3548,I,0.08977732793522267
여주시,I,3149,3489,3772,2775,3001,3473,3149,3489,3772,2775,3001,3473,I,0.08787955465587044
여주시,J,52,67,66,32,94,89,52,67,66,32,94,89,I,0.0022520242914979755
여주시,K,716,707,744,705,692,700,716,707,744,705,692,700,I,0.01771255060728745
여주시,L,418,401,424,423,504,512,418,401,424,423,504,512,I,0.012955465587044534
여주시,M,933,956,945,926,1151,1215,933,956,945,926,1151,1215,I,0.03074392712550607
여주시,N,1977,2166,2245,2186,2159,2087,1977,2166,2245,2186,2159,2087,I,0.052808704453441296
여주시,P,1383,1660,1654,1426,1407,1345,1383,1660,1654,1426,1407,1345,I,0.0340334008097166
여주시,Q,3565,3581,4093,4473,4667,5074,3565,3581,4093,4473,4667,5074,I,0.12839068825910932
여주시,R,2654,2694,2779,2615,2653,2753,2654,2694,2779,2615,2653,2753,I,0.06966093117408907
여주시,S,1268,1305,1527,1205,1111,1360,1268,1305,1527,1205,1111,1360,I,0.03441295546558704
연천군,A,126,149,150,110,174,151,126,149,150,110,174,151,I,0.014049125418682546
연천군,B,64,46,47,46,38,47,64,46,47,46,38,47,I,0.004372906587272051
연천군,C,2677,2632,2721,2556,2528,2538,2677,2632,2721,2556,2528,2538,I,0.23613695571269072
연천군,D,59,78,64,70,61,59,59,78,64,70,61,59,I,0.005489393375511723
연천군,E,248,300,369,320,339,407,248,300,369,320,339,407,I,0.03786751023446223
연천군,F,1210,1262,1195,1241,1562,1512,1210,1262,1195,1241,1562,1512,I,0.14067733531819873
연천군,G,967,916,968,875,975,986,967,916,968,875,975,986,I,0.09173799776702643
연천군,H,214,296,382,373,440,452,214,296,382,373,440,452,I,0.042054335690360996
연천군,I,987,1075,1079,966,945,1013,987,1075,1079,966,945,1013,I,0.09425009304056568
연천군,J,36,36,36,33,37,75,36,36,36,33,37,75,I,0.006978042426497953
연천군,K,342,335,277,323,302,297,342,335,277,323,302,297,I,0.027633048008931894
연천군,L,77,94,98,80,107,104,77,94,98,80,107,104,I,0.009676218831410495
연천군,M,176,212,218,212,224,190,176,212,218,212,224,190,I,0.01767770748046148
연천군,N,119,94,169,135,158,168,119,94,169,135,158,168,I,0.015630815035355416
연천군,P,213,239,233,165,185,227,213,239,233,165,185,227,I,0.021120208410867137
연천군,Q,1204,1393,1380,1443,1610,1766,1204,1393,1380,1443,1610,1766,I,0.16430963900260515
연천군,R,240,285,331,364,319,335,240,285,331,364,319,335,I,0.03116858950502419
연천군,S,423,504,537,491,432,421,423,504,537,491,432,421,I,0.03917007815407518
가평군,A,102,101,106,114,180,133,102,101,106,114,180,133,I,0.0065167328139546276
가평군,B,119,128,237,108,113,106,119,128,237,108,113,106,I,0.0051937870547307564
가평군,C,1545,1688,1585,1451,1584,1724,1545,1688,1585,1451,1584,1724,I,0.08447253662599834
가평군,D,160,160,160,165,150,165,160,160,160,165,150,165,I,0.008084668528590327
가평군,E,171,178,222,227,279,287,171,178,222,227,279,287,I,0.014062423440638934
가평군,F,1550,1852,2036,1313,1596,2039,1550,1852,2036,1313,1596,2039,I,0.0999069038169435
가평군,G,1874,2039,1965,1596,1999,1994,1874,2039,1965,1596,1999,1994,I,0.09770199421823705
가평군,H,493,527,495,533,545,512,493,527,495,533,545,512,I,0.0250869714341712
가평군,I,4749,5407,5651,3528,4233,5198,4749,5407,5651,3528,4233,5198,I,0.2546915576461365
가평군,J,71,96,77,86,119,123,71,96,77,86,119,123,I,0.006026752903130972
가평군,K,443,417,420,430,495,441,443,417,420,430,495,441,I,0.02160811406732324
가평군,L,229,479,302,262,367,355,229,479,302,262,367,355,I,0.017394286834239797
가평군,M,450,443,460,439,483,512,450,443,460,439,483,512,I,0.0250869714341712
가평군,N,398,360,401,351,404,457,398,360,401,351,404,457,I,0.02239208192464109
가평군,P,850,878,857,555,611,803,850,878,857,555,611,803,I,0.039345386839139594
가평군,Q,2152,2328,2261,2498,2694,2596,2152,2328,2261,2498,2694,2596,I,0.12719878484982117
가평군,R,1765,1948,2086,1472,1782,1826,1765,1948,2086,1472,1782,1826,I,0.08947033171639963
가평군,S,1037,1002,1088,1125,1197,1138,1037,1002,1088,1125,1197,1138,I,0.055759713851732076
양평군,A,221,168,120,116,112,121,221,168,120,116,112,121,I,0.005319382775750649
양평군,B,0,0,0,4,0,0,0,0,0,4,0,0,I,0.0
양평군,C,1201,1256,1277,1216,1443,1644,1201,1256,1277,1216,1443,1644,I,0.07227326680441377
양평군,D,56,55,59,63,66,67,56,55,59,63,66,67,I,0.0029454433551677145
양평군,E,138,135,139,102,151,157,138,135,139,102,151,157,I,0.006902009056139271
양평군,F,1870,2286,2976,2394,2955,3006,1870,2286,2976,2394,2955,3006,I,0.13214929441245
양평군,G,2933,3038,3424,2935,3236,3188,2933,3038,3424,2935,3236,3188,I,0.1401503494966369
양평군,H,594,496,627,568,788,763,594,496,627,568,788,763,I,0.03354288477601442
양평군,I,3585,3545,4597,3339,3229,3503,3585,3545,4597,3339,3229,3503,I,0.15399832945003736
양평군,J,229,132,150,137,195,219,229,132,150,137,195,219,I,0.009627643205697454
양평군,K,577,582,638,642,654,670,577,582,638,642,654,670,I,0.029454433551677144
양평군,L,426,429,531,433,540,514,426,429,531,433,540,514,I,0.02259638633665978
양평군,M,533,549,570,597,715,709,533,549,570,597,715,709,I,0.031168945355431486
양평군,N,270,254,318,324,433,390,270,254,318,324,433,390,I,0.017145118037543414
양평군,P,1314,1533,1668,1393,1319,1548,1314,1533,1668,1393,1319,1548,I,0.06805293005671077
양평군,Q,3342,3527,3651,3808,4371,4582,3342,3527,3651,3808,4371,4582,I,0.20143315602057413
양평군,R,742,743,771,649,611,585,742,743,771,649,611,585,I,0.025717677056315117
양평군,S,962,940,1067,995,1068,1081,962,940,1067,995,1068,1081,I,0.047522750252780584
춘천시,A,424,378,451,559,558,519,424,378,451,559,558,519,I,0.005852503382949932
춘천시,B,194,155,165,156,68,106,194,155,165,156,68,106,I,0.0011953089760938205
춘천시,C,6403,6665,7058,7152,7204,7426,6403,6665,7058,7152,7204,7426,I,0.08373928732521425
춘천시,D,660,688,811,839,844,865,660,688,811,839,844,865,I,0.009754172304916554
춘천시,E,325,411,452,503,482,510,325,411,452,503,482,510,I,0.005751014884979702
춘천시,F,6998,8004,8924,7051,7392,7693,6998,8004,8924,7051,7392,7693,I,0.08675011276499775
춘천시,G,10182,10815,11486,9383,9870,10259,10182,10815,11486,9383,9870,10259,I,0.11568561118628777
춘천시,H,3650,3685,4154,3300,3278,3630,3650,3685,4154,3300,3278,3630,I,0.040933694181326113
춘천시,I,10271,11446,12507,9361,9832,11354,10271,11446,12507,9361,9832,11354,I,0.12803337843933243
춘천시,J,3158,3218,3211,3056,3417,3362,3158,3218,3211,3056,3417,3362,I,0.037911592241768155
춘천시,K,3882,3844,3806,3399,3396,3484,3882,3844,3806,3399,3396,3484,I,0.039287325214253495
춘천시,L,2507,2976,2686,2419,2584,2503,2507,2976,2686,2419,2584,2503,I,0.028225078935498422
춘천시,M,3221,3784,3569,3972,4636,4690,3221,3784,3569,3972,4636,4690,I,0.05288678394226432
춘천시,N,3329,3063,3536,3171,3665,3670,3329,3063,3536,3171,3665,3670,I,0.041384754172304916
춘천시,P,4626,5022,5082,4381,4355,4725,4626,5022,5082,4381,4355,4725,I,0.05328146143437077
춘천시,Q,11802,12660,13497,13682,14837,15495,11802,12660,13497,13682,14837,15495,I,0.17472936400541272
춘천시,R,2979,3160,3680,2806,3832,4735,2979,3160,3680,2806,3832,4735,I,0.05339422643211547
춘천시,S,3981,4163,4463,3311,3359,3654,3981,4163,4463,3311,3359,3654,I,0.0412043301759134
원주시,A,244,278,279,289,307,326,244,278,279,289,307,326,I,0.0025541983656264446
원주시,B,735,732,686,672,645,811,735,732,686,672,645,811,I,0.006354156056819161
원주시,C,18270,18254,18683,17990,18313,18719,18270,18254,18683,17990,18313,18719,I,0.1466626969514154
원주시,D,340,372,375,389,376,382,340,372,375,389,376,382,I,0.002992956367083748
원주시,E,686,785,788,776,809,922,686,785,788,776,809,922,I,0.00722383709542203
원주시,F,12854,13621,13039,10385,11434,12553,12854,13621,13039,10385,11434,12553,I,0.09835230700524158
원주시,G,15072,15137,16568,13654,14242,14832,15072,15137,16568,13654,14242,14832,I,0.1162081906716915
원주시,H,3738,3984,4232,3843,3682,3917,3738,3984,4232,3843,3682,3917,I,0.030689555209076024
원주시,I,11430,12009,12862,8963,9902,11403,11430,12009,12862,8963,9902,11403,I,0.0893420980467434
원주시,J,1094,1327,1483,1125,1320,1397,1094,1327,1483,1125,1320,1397,I,0.010945445143497372
원주시,K,8087,8547,9797,9309,9936,9957,8087,8547,9797,9309,9936,9957,I,0.07801273965197089
원주시,L,3298,3267,3217,2765,3130,3272,3298,3267,3217,2765,3130,3272,I,0.025636003228005296
원주시,M,3935,4355,4720,4747,4830,5095,3935,4355,4720,4747,4830,5095,I,0.03991914316830287
원주시,N,7414,6776,7982,7355,7001,8263,7414,6776,7982,7355,7001,8263,I,0.06474031010788746
원주시,P,7036,7258,7051,6189,6565,7011,7036,7258,7051,6189,6565,7011,I,0.05493093478959203
원주시,Q,13857,15615,16888,17304,21600,21880,13857,15615,16888,17304,21600,21880,I,0.17142901914081782
원주시,R,2261,2281,2658,2061,2133,2353,2261,2281,2658,2061,2133,2353,I,0.01843567102551848
원주시,S,4657,4723,4798,3929,4381,4540,4657,4723,4798,3929,4381,4540,I,0.03557073797528852
강릉시,A,257,290,287,265,394,357,257,290,287,265,394,357,I,0.005318118845804347
강릉시,B,315,299,191,162,210,198,315,299,191,162,210,198,I,0.0029495449060763603
강릉시,C,6792,6333,6591,6363,6276,6156,6792,6333,6591,6363,6276,6156,I,0.09170403253437412
강릉시,D,463,449,444,423,370,417,463,449,444,423,370,417,I,0.006211920332494153
강릉시,E,350,307,347,508,480,551,350,307,347,508,480,551,I,0.008208076986101386
강릉시,F,7713,8401,8881,7561,8496,8666,7713,8401,8881,7561,8496,8666,I,0.12909472806089767
강릉시,G,9512,9046,10032,8081,8562,8928,9512,9046,10032,8081,8562,8928,I,0.13299766121944318
강릉시,H,3057,3107,3150,2785,2935,2636,3057,3107,3150,2785,2935,2636,I,0.039267678648572155
강릉시,I,10313,10335,11719,8432,9183,10239,10313,10335,11719,8432,9183,10239,I,0.15252722370361543
강릉시,J,660,601,645,606,639,634,660,601,645,606,639,634,I,0.009444502376022285
강릉시,K,3191,3040,3104,2716,2777,2745,3191,3040,3104,2716,2777,2745,I,0.04089141801605863
강릉시,L,1062,1139,1159,1049,1287,1410,1062,1139,1159,1049,1287,1410,I,0.021004334937210444
강릉시,M,1898,2040,2360,2410,2651,2858,1898,2040,2360,2410,2651,2858,I,0.04257474414932443
강릉시,N,2884,2884,3073,2805,3033,3355,2884,2884,3073,2805,3033,3355,I,0.049978399797404996
강릉시,P,3312,3902,3705,3407,3008,3222,3312,3902,3705,3407,3008,3222,I,0.04799713983524259
강릉시,Q,8050,8461,8909,9324,10287,10700,8050,8461,8909,9324,10287,10700,I,0.1593945984596821
강릉시,R,969,1094,1485,1065,1157,1413,969,1094,1485,1065,1157,1413,I,0.021049025011544938
강릉시,S,2807,2845,2930,2312,2447,2644,2807,2845,2930,2312,2447,2644,I,0.03938685218013079
동해시,A,21,18,20,19,17,17,21,18,20,19,17,17,I,0.0006855668024357785
동해시,B,100,84,124,120,123,102,100,84,124,120,123,102,I,0.004113400814614671
동해시,C,2895,2918,3087,3076,3333,3520,2895,2918,3087,3076,3333,3520,I,0.14195265556317296
동해시,D,446,442,458,452,366,493,446,442,458,452,366,493,I,0.019881437270637577
동해시,E,124,127,151,108,133,152,124,127,151,108,133,152,I,0.006129773762955196
동해시,F,3666,3658,3914,3129,3387,3505,3666,3658,3914,3129,3387,3505,I,0.1413477436786708
동해시,G,3270,3220,3468,2896,3162,3215,3270,3220,3468,2896,3162,3215,I,0.12965278057829577
동해시,H,2094,1836,2023,2124,1975,1880,2094,1836,2023,2124,1975,1880,I,0.07581562285760374
동해시,I,3207,2990,3231,2253,2388,2600,3207,2990,3231,2253,2388,2600,I,0.1048513933137073
동해시,J,103,83,47,85,81,103,103,83,47,85,81,103,I,0.004153728273581482
동해시,K,981,924,922,929,925,795,981,924,922,929,925,795,I,0.032060329878614346
동해시,L,475,478,473,468,601,630,475,478,473,468,601,630,I,0.025406299149090615
동해시,M,355,378,440,388,438,443,355,378,440,388,438,443,I,0.017865064322297054
동해시,N,1158,1243,1380,1257,1658,1721,1158,1243,1380,1257,1658,1721,I,0.06940355688188088
동해시,P,874,872,917,767,804,833,874,872,917,767,804,833,I,0.03359277331935315
동해시,Q,3117,3470,3499,3558,3956,3668,3117,3470,3499,3558,3956,3668,I,0.1479211194902609
동해시,R,352,373,368,254,218,268,352,373,368,254,218,268,I,0.010807759003105214
동해시,S,972,1018,1034,884,871,852,972,1018,1034,884,871,852,I,0.03435899503972255
태백시,A,45,55,56,75,86,56,45,55,56,75,86,56,I,0.0042643923240938165
태백시,B,878,780,662,835,531,622,878,780,662,835,531,622,I,0.047365214742613466
태백시,C,1093,1081,1084,958,1050,1027,1093,1081,1084,958,1050,1027,I,0.0782059092293634
태백시,D,105,95,118,96,106,123,105,95,118,96,106,123,I,0.009366433140420348
태백시,E,164,202,196,175,180,241,164,202,196,175,180,241,I,0.01835211696618946
태백시,F,1604,1782,1901,1591,1443,1627,1604,1782,1901,1591,1443,1627,I,0.12389582698751142
태백시,G,1593,1502,1615,1250,1292,1331,1593,1502,1615,1250,1292,1331,I,0.1013554675601584
태백시,H,697,734,663,631,556,569,697,734,663,631,556,569,I,0.043329272007310383
태백시,I,1655,1592,1647,1278,1199,1465,1655,1592,1647,1278,1199,1465,I,0.11155954919281146
태백시,J,69,59,51,25,70,72,69,59,51,25,70,72,I,0.005482790130977765
태백시,K,578,586,563,479,531,501,578,586,563,479,531,501,I,0.03815108132805361
태백시,L,223,230,214,216,220,234,223,230,214,216,220,234,I,0.017819067925677733
태백시,M,415,416,418,380,271,494,415,416,418,380,271,494,I,0.03761803228754188
태백시,N,1065,1042,1077,915,578,462,1065,1042,1077,915,578,462,I,0.035181236673773986
태백시,P,472,442,388,232,247,221,472,442,388,232,247,221,I,0.016829119707584526
태백시,Q,1471,1510,1737,3338,3535,3206,1471,1510,1737,3338,3535,3206,I,0.244136460554371
태백시,R,282,284,358,297,216,293,282,284,358,297,216,293,I,0.02231190983856229
태백시,S,705,668,646,728,588,588,705,668,646,728,588,588,I,0.04477611940298507
속초시,A,45,49,57,66,57,36,45,49,57,66,57,36,D,0.00174765765328414
속초시,B,0,0,0,0,0,0,0,0,0,0,0,0,D,0.0
속초시,C,1874,1994,1966,1824,1826,1792,1874,1994,1966,1824,1826,1792,D,0.08699451429681053
속초시,D,52,50,67,51,79,67,52,50,67,51,79,67,D,0.0032525850769454826
속초시,E,123,132,110,162,163,147,123,132,110,162,163,147,D,0.007136268750910238
속초시,F,1905,2108,2333,2122,2113,1915,1905,2108,2333,2122,2113,1915,D,0.09296567794553133
속초시,G,3385,3602,3886,3129,3214,2900,3385,3602,3886,3129,3214,2900,D,0.1407835331812224
속초시,H,1117,1213,1290,925,829,827,1117,1213,1290,925,829,827,D,0.04014757997961066
속초시,I,5177,5556,5547,4802,4792,4924,5177,5556,5547,4802,4792,4924,D,0.23904073013253072
속초시,J,208,204,191,186,187,192,208,204,191,186,187,192,D,0.009320840817515413
속초시,K,1087,1068,1154,953,1018,986,1087,1068,1154,953,1018,986,D,0.047866401281615616
속초시,L,703,726,734,695,792,846,703,726,734,695,792,846,D,0.04106995485217729
속초시,M,443,462,490,494,528,516,443,462,490,494,528,516,D,0.02504975969707267
속초시,N,492,504,595,328,421,335,492,504,595,328,421,335,D,0.016262925384727414
속초시,P,759,832,846,722,656,576,759,832,846,722,656,576,D,0.02796252245254624
속초시,Q,2496,2805,2834,3078,3015,3199,2496,2805,2834,3078,3015,3199,D,0.15529880091266565
속초시,R,586,650,689,522,576,495,586,650,689,522,576,495,D,0.024030292732656926
속초시,S,985,968,1075,883,778,846,985,968,1075,883,778,846,D,0.04106995485217729
삼척시,A,178,187,204,201,179,256,178,187,204,201,179,256,I,0.01219047619047619
삼척시,B,1651,1565,1614,1659,1457,1502,1651,1565,1614,1659,1457,1502,I,0.07152380952380952
삼척시,C,1801,1940,1838,1674,1612,1674,1801,1940,1838,1674,1612,1674,I,0.07971428571428571
삼척시,D,583,593,641,638,606,654,583,593,641,638,606,654,I,0.031142857142857142
삼척시,E,178,221,254,232,246,297,178,221,254,232,246,297,I,0.014142857142857143
삼척시,F,3432,3562,4415,3356,3771,4726,3432,3562,4415,3356,3771,4726,I,0.22504761904761905
삼척시,G,1747,1856,2008,1675,1649,1770,1747,1856,2008,1675,1649,1770,I,0.08428571428571428
삼척시,H,489,537,582,501,508,554,489,537,582,501,508,554,I,0.02638095238095238
삼척시,I,2476,2598,2682,2034,2027,2208,2476,2598,2682,2034,2027,2208,I,0.10514285714285715
삼척시,J,85,85,44,50,52,61,85,85,44,50,52,61,I,0.0029047619047619048
삼척시,K,727,664,644,658,683,650,727,664,644,658,683,650,I,0.030952380952380953
삼척시,L,277,292,302,304,343,305,277,292,302,304,343,305,I,0.014523809523809524
삼척시,M,639,716,729,815,882,932,639,716,729,815,882,932,I,0.04438095238095238
삼척시,N,1304,1220,1225,1397,931,895,1304,1220,1225,1397,931,895,I,0.04261904761904762
삼척시,P,336,380,413,343,342,377,336,380,413,343,342,377,I,0.017952380952380952
삼척시,Q,2083,2216,2288,2438,2651,2961,2083,2216,2288,2438,2651,2961,I,0.141
삼척시,R,402,461,467,370,437,461,402,461,467,370,437,461,I,0.021952380952380952
삼척시,S,692,755,755,711,651,717,692,755,755,711,651,717,I,0.03414285714285714
홍천군,A,217,240,298,377,265,272,217,240,298,377,265,272,I,0.014753742677370363
홍천군,B,36,39,64,59,38,44,36,39,64,59,38,44,I,0.002386634844868735
홍천군,C,2288,2341,2550,2459,2318,2384,2288,2341,2550,2459,2318,2384,I,0.12931221523106964
홍천군,D,75,73,74,63,69,71,75,73,74,63,69,71,I,0.0038511607724018224
홍천군,E,169,215,205,275,294,321,169,215,205,275,294,321,I,0.017411586027337816
홍천군,F,2373,2586,2557,2346,2584,2818,2373,2586,2557,2346,2584,2818,I,0.15285311347363853
홍천군,G,2113,2058,2435,1903,2006,2070,2113,2058,2435,1903,2006,2070,I,0.11228032111087004
홍천군,H,762,695,837,526,646,679,762,695,837,526,646,679,I,0.03683011499240616
홍천군,I,3553,3369,3593,2625,2918,2848,3553,3369,3593,2625,2918,2848,I,0.15448036450423086
홍천군,J,60,54,51,45,47,70,60,54,51,45,47,70,I,0.0037969190713820784
홍천군,K,764,711,740,668,675,625,764,711,740,668,675,625,I,0.03390106313733999
홍천군,L,153,181,183,175,167,164,153,181,183,175,167,164,I,0.008895638967238013
홍천군,M,697,711,583,598,652,680,697,711,583,598,652,680,I,0.03688435669342591
홍천군,N,966,987,1128,787,730,1161,966,987,1128,787,730,1161,I,0.06297461488392277
홍천군,P,452,460,525,372,359,351,452,460,525,372,359,351,I,0.019038837057930136
홍천군,Q,1734,1815,1937,2042,2130,2418,1734,1815,1937,2042,2130,2418,I,0.13115643306574093
홍천군,R,705,737,842,781,621,871,705,737,842,781,621,871,I,0.047244521588197
홍천군,S,659,692,686,688,628,589,659,692,686,688,628,589,I,0.031948361900629205
횡성군,A,131,134,158,90,222,232,131,134,158,90,222,232,I,0.015191199580932426
횡성군,B,27,30,28,25,29,27,27,30,28,25,29,27,I,0.0017679413305395496
횡성군,C,3811,4069,4611,5135,5483,5727,3811,4069,4611,5135,5483,5727,I,0.375
횡성군,D,46,47,51,52,41,44,46,47,51,52,41,44,I,0.002881089575694081
횡성군,E,139,119,140,127,182,164,139,119,140,127,182,164,I,0.010738606600314301
횡성군,F,1007,976,1150,1003,963,1211,1007,976,1150,1003,963,1211,I,0.07929544264012572
횡성군,G,1353,1725,1867,1549,1286,1561,1353,1725,1867,1549,1286,1561,I,0.10221320062860136
횡성군,H,270,173,171,265,264,284,270,173,171,265,264,284,I,0.01859612362493452
횡성군,I,1435,1732,1835,1453,1635,1685,1435,1732,1835,1453,1635,1685,I,0.11033263488737559
횡성군,J,49,37,41,36,44,47,49,37,41,36,44,47,I,0.0030775275013095863
횡성군,K,321,334,298,222,279,221,321,334,298,222,279,221,I,0.014470927187008905
횡성군,L,141,135,158,145,139,147,141,135,158,145,139,147,I,0.00962545835515977
횡성군,M,284,252,302,284,322,338,284,252,302,284,322,338,I,0.022132006286013618
횡성군,N,320,359,383,364,390,376,320,359,383,364,390,376,I,0.02462022001047669
횡성군,P,554,548,589,576,524,615,554,548,589,576,524,615,I,0.04026977475117863
횡성군,Q,1084,1343,1193,1357,1361,1624,1084,1343,1193,1357,1361,1624,I,0.10633839706652698
횡성군,R,496,532,598,531,558,555,496,532,598,531,558,555,I,0.03634101623886852
횡성군,S,458,549,486,428,429,414,458,549,486,428,429,414,I,0.02710843373493976
영월군,A,44,72,73,80,90,105,44,72,73,80,90,105,I,0.009388412017167383
영월군,B,432,365,426,297,356,377,432,365,426,297,356,377,I,0.03370886981402003
영월군,C,1827,1958,2087,1830,2060,2172,1827,1958,2087,1830,2060,2172,I,0.194206008583691
영월군,D,150,163,178,167,162,165,150,163,178,167,162,165,I,0.014753218884120171
영월군,E,78,88,107,104,142,138,78,88,107,104,142,138,I,0.012339055793991416
영월군,F,2030,1719,1757,1615,2030,2011,2030,1719,1757,1615,2030,2011,I,0.179810443490701
영월군,G,1029,1078,1176,1052,1070,1033,1029,1078,1176,1052,1070,1033,I,0.09236409155937053
영월군,H,406,357,306,291,309,281,406,357,306,291,309,281,I,0.025125178826895564
영월군,I,1035,1135,1190,917,863,957,1035,1135,1190,917,863,957,I,0.08556866952789699
영월군,J,41,23,38,26,24,26,41,23,38,26,24,26,I,0.002324749642346209
영월군,K,281,264,246,252,213,216,281,264,246,252,213,216,I,0.019313304721030045
영월군,L,71,66,86,74,93,95,71,66,86,74,93,95,I,0.008494277539341916
영월군,M,254,326,348,356,419,395,254,326,348,356,419,395,I,0.03531831187410586
영월군,N,487,499,641,1084,664,783,487,499,641,1084,664,783,I,0.0700107296137339
영월군,P,340,344,470,291,270,280,340,344,470,291,270,280,I,0.02503576537911302
영월군,Q,1178,1172,1262,1313,1399,1388,1178,1172,1262,1313,1399,1388,I,0.12410586552217454
영월군,R,432,470,505,334,329,323,432,470,505,334,329,323,I,0.028880543633762516
영월군,S,509,540,508,429,440,439,509,540,508,429,440,439,I,0.03925250357653791
평창군,A,317,333,312,444,384,485,317,333,312,444,384,485,I,0.03833689036439807
평창군,B,33,33,43,38,40,30,33,33,43,38,40,30,I,0.0023713540431586438
평창군,C,904,896,956,895,906,969,904,896,956,895,906,969,I,0.07659473559402419
평창군,D,39,51,48,60,53,54,39,51,48,60,53,54,I,0.0042684372776855585
평창군,E,214,172,211,193,185,167,214,172,211,193,185,167,I,0.01320053750691645
평창군,F,1450,1565,1353,1673,1704,1800,1450,1565,1353,1673,1704,1800,I,0.1422812425895186
평창군,G,1411,1375,1308,1285,1334,1293,1411,1375,1308,1285,1334,1293,I,0.10220535926013753
평창군,H,283,289,357,336,401,411,283,289,357,336,401,411,I,0.03248755039127342
평창군,I,3181,3689,3899,3568,3104,3456,3181,3689,3899,3568,3104,3456,I,0.27317998577187574
평창군,J,65,66,39,30,43,60,65,66,39,30,43,60,I,0.0047427080863172875
평창군,K,495,479,492,436,429,440,495,479,492,436,429,440,I,0.034779859299660106
평창군,L,115,128,131,120,150,146,115,128,131,120,150,146,I,0.011540589676705399
