Region,Industry,2017_c,2017_w,2018_c,2018_w,2019_c,2019_w,2020_c,2020_w,2021_c,2021_w,2022_c,2022_w,GRDP,Factor_Income
서울특별시 강서구,R,512,2619,539,2951,592,3159,426,2446,463,2707,511,3286,546458,412868
서울특별시 강서구,S,1467,6718,1448,6717,1525,7028,1271,5793,1309,6813,1363,6407,,
서울특별시 구로구,A,1,1,1,1,1,20,2,3,4,14,5,13,1721,1432
서울특별시 구로구,B,0,0,1,1,1,1,0,0,0,0,1,1,0,0
서울특별시 구로구,C,2346,17372,2261,15969,2282,16783,2099,15380,2124,14921,2089,14276,1281144,850307
서울특별시 구로구,D,7,102,8,104,7,127,4,101,3,91,4,99,60509,17624
서울특별시 구로구,E,12,188,15,375,16,431,18,492,16,351,17,368,,
서울특별시 구로구,F,780,11442,762,11467,854,13124,736,14348,776,13905,763,13002,440660,413843
서울특별시 구로구,G,7409,34522,7217,34797,6932,33703,6764,30765,6900,32533,6862,32595,1738959,1584879
서울특별시 구로구,H,256,5028,248,4511,270,4596,224,5483,242,5491,231,5585,327589,201840
서울특별시 구로구,I,2617,11728,2631,12293,2515,11841,1967,9336,2031,9150,2151,10388,271294,243448
서울특별시 구로구,J,1845,29401,1837,29477,1907,29864,1874,29968,2047,33920,2298,35245,3262052,2544118
서울특별시 구로구,K,403,8309,410,8203,434,8354,387,7739,406,8559,414,8701,623492,565889
서울특별시 구로구,L,603,3619,663,3625,812,3733,855,3439,907,4782,934,4371,1082400,525752
서울특별시 구로구,M,1181,15175,1230,15782,1308,15211,1365,15736,1501,17976,1509,17902,,
서울특별시 구로구,N,540,23821,542,25160,604,29804,549,24502,576,25550,581,27361,2386605,2140649
서울특별시 구로구,P,655,6330,660,6734,742,7359,619,6285,648,6911,622,6928,595225,506278
서울특별시 구로구,Q,1093,13638,1089,14628,1108,15741,1113,16820,1137,17377,1175,19190,769723,696054
서울특별시 구로구,R,369,1709,393,1926,440,2183,293,1631,278,1560,304,1647,310602,241370
서울특별시 구로구,S,962,5344,945,5247,972,5596,852,4632,825,4332,835,4163,,
서울특별시 금천구,A,1,4,2,8,0,0,1,1,1,2,1,2,191,146
서울특별시 금천구,B,2,3,0,0,0,0,0,0,0,0,0,0,0,0
서울특별시 금천구,C,4129,38595,4104,38874,4147,38492,3983,35339,4085,35013,4215,35988,2976127,1945145
서울특별시 금천구,D,4,12,3,7,6,84,4,77,5,87,5,102,45479,13452
서울특별시 금천구,E,18,217,18,189,21,211,19,227,17,267,18,273,,
서울특별시 금천구,F,950,15683,942,17663,975,16385,869,14208,977,15204,1032,13890,669625,627146
서울특별시 금천구,G,5945,38293,5833,38460,6053,37694,5870,35726,5964,34335,6247,34424,2233675,2035756
서울특별시 금천구,H,373,6342,387,6628,407,6499,362,5089,393,5232,423,5688,338736,205990
서울특별시 금천구,I,1832,8226,1820,8863,1898,8627,1470,6609,1574,6795,1700,7324,191907,175979
서울특별시 금천구,J,2184,35955,2303,37864,2539,39503,2702,39533,3127,42644,3713,45739,4310222,3384129
서울특별시 금천구,K,205,2479,205,2445,226,2403,226,2630,256,2577,282,2616,170914,155521
서울특별시 금천구,L,463,2532,493,2550,647,2771,661,3378,752,3639,1048,3916,1033376,497954
서울특별시 금천구,M,1690,25791,1875,27656,2097,31222,2196,29622,2460,32105,2809,32959,,
서울특별시 금천구,N,507,20823,551,20356,637,23850,623,22634,738,24947,832,24894,3342347,3046453
서울특별시 금천구,P,391,3337,406,4174,417,4201,370,3884,388,4210,418,4565,323986,275382
서울특별시 금천구,Q,666,7045,662,6992,687,7792,686,8622,689,8633,709,9407,302611,272895
서울특별시 금천구,R,209,990,200,1031,225,1112,160,765,174,868,193,917,262772,207387
서울특별시 금천구,S,804,3707,775,3971,821,4248,756,4278,729,3912,760,3570,,
서울특별시 영등포구,A,0,0,0,0,0,0,0,0,3,5,3,6,2160,1791
서울특별시 영등포구,B,2,19,3,13,2,4,2,4,2,5,0,0,570,466
서울특별시 영등포구,C,2102,11704,1950,11297,1898,11092,1699,9798,1653,9610,1640,9740,849965,621742
서울특별시 영등포구,D,9,761,11,781,11,774,13,772,14,858,10,835,76897,22678
서울특별시 영등포구,E,18,520,16,331,22,350,20,301,21,375,22,349,,
서울특별시 영등포구,F,1054,23284,989,22909,1015,21158,897,20891,961,25120,980,18201,751389,705085
서울특별시 영등포구,G,6548,46382,6088,46897,6367,47490,5906,45311,6392,47123,6245,45387,4333965,3950112
서울특별시 영등포구,H,509,8722,521,7846,528,7169,497,7090,548,6676,558,8199,657943,431014
서울특별시 영등포구,I,4323,22171,4174,23327,4478,23928,3542,18554,3654,19486,3698,20154,594609,533724
서울특별시 영등포구,J,1492,28234,1432,30406,1358,29792,1474,29213,1982,38082,2392,40573,4311915,3243389
서울특별시 영등포구,K,1044,53966,1116,56549,1224,58846,1447,59210,1628,64435,1604,69137,15655241,14416614
서울특별시 영등포구,L,968,10160,969,7696,1120,9042,1104,8397,1143,8433,1275,7261,2142956,1035503
서울특별시 영등포구,M,1885,30793,1935,32057,2030,35323,2176,32514,2604,39995,2901,41258,,
서울특별시 영등포구,N,887,58164,869,61485,888,62007,827,60972,958,61393,967,59650,5615402,5085623
서울특별시 영등포구,P,713,5476,676,5260,668,5363,667,5122,707,5102,707,5203,527926,448428
서울특별시 영등포구,Q,1143,15901,1149,16971,1159,17376,1184,17830,1194,18676,1226,20380,912065,826495
서울특별시 영등포구,R,434,2847,459,2926,512,3005,346,2638,344,2497,373,2907,955383,726324
서울특별시 영등포구,S,1340,10067,1330,10063,1353,9941,1153,8938,1168,9018,1196,9246,,
서울특별시 동작구,A,0,0,0,0,0,0,1,1,2,3,2,6,189,146
서울특별시 동작구,B,1,2,0,0,0,0,0,0,0,0,0,0,0,0
서울특별시 동작구,C,310,1724,279,1573,273,1622,236,1338,247,1149,248,1183,39010,28759
서울특별시 동작구,D,3,142,3,147,2,117,2,148,2,140,2,140,49674,14229
서울특별시 동작구,E,12,232,11,238,11,261,13,243,18,270,14,268,,
서울특별시 동작구,F,376,4681,369,7284,415,5764,290,3838,290,3616,284,3928,382906,360607
서울특별시 동작구,G,2013,11207,1980,11147,1949,10740,1766,9317,1714,8301,1714,8660,588808,536669
서울특별시 동작구,H,109,1281,111,1094,104,1393,76,1109,75,1120,77,1246,66962,38251
서울특별시 동작구,I,2347,10170,2254,10282,2381,10704,1722,7362,1716,7354,1800,8189,209310,191547
서울특별시 동작구,J,184,3880,168,4091,177,3910,175,4392,226,4919,273,4373,631918,482505
서울특별시 동작구,K,189,3547,182,3631,168,3273,169,3706,163,3427,161,3264,196962,177604
서울특별시 동작구,L,511,4540,529,4954,544,4792,491,4226,517,2821,514,2846,1231982,580773
서울특별시 동작구,M,306,6511,311,5936,340,6301,336,6212,379,7099,378,6961,,
서울특별시 동작구,N,209,13645,190,10852,209,6856,169,5897,189,8022,181,7098,725814,665762
서울특별시 동작구,P,697,12233,714,12478,712,10897,626,9084,604,9780,632,10360,821656,700986
서울특별시 동작구,Q,946,12286,941,13022,979,13669,988,13861,985,15234,1005,15533,723945,654721
서울특별시 동작구,R,399,1902,362,1966,377,2107,263,1247,252,1214,274,1516,201935,156828
서울특별시 동작구,S,825,3259,796,3330,825,3534,671,2923,655,2895,659,2969,,
서울특별시 관악구,A,0,0,0,0,0,0,1,12,2,18,2,17,833,612
서울특별시 관악구,B,1,5,0,0,0,0,0,0,0,0,0,0,14,11
서울특별시 관악구,C,734,4603,661,4133,632,3715,580,3198,611,3255,552,2946,125103,94540
서울특별시 관악구,D,0,0,0,0,1,4,0,0,0,0,0,0,65059,18665
서울특별시 관악구,E,11,170,10,182,8,169,8,170,11,248,10,201,,
서울특별시 관악구,F,462,8244,458,7526,510,7803,390,8399,441,8817,448,6978,317111,298808
서울특별시 관악구,G,2378,12741,2226,11570,2351,11866,2046,9470,2060,9841,2017,9594,502811,458318
서울특별시 관악구,H,102,2610,99,2423,108,2166,80,1871,90,1875,86,1760,110809,60363
서울특별시 관악구,I,2953,13486,2749,13517,3104,14265,2133,9750,2300,10671,2426,11589,322137,295361
서울특별시 관악구,J,234,2784,214,2796,201,2781,214,2561,281,3308,366,3719,632959,372672
서울특별시 관악구,K,163,2163,152,1832,151,1949,138,1658,156,1668,157,1651,145762,132576
서울특별시 관악구,L,595,3017,598,3031,682,3333,510,2436,602,2880,580,2735,958995,465062
서울특별시 관악구,M,448,4574,459,4420,503,4807,501,4940,569,5762,582,5344,,
서울특별시 관악구,N,239,6926,234,6125,272,5551,219,5127,236,5112,225,7060,632891,576130
서울특별시 관악구,P,699,5667,655,5380,687,5592,567,4829,612,5495,625,5670,1091054,932194
서울특별시 관악구,Q,1136,11189,1139,12637,1134,13183,1111,14123,1143,15211,1189,15043,486068,438633
서울특별시 관악구,R,450,2229,464,2287,478,2522,323,1765,347,1758,372,1908,280135,219509
서울특별시 관악구,S,1098,4105,1051,4013,1091,4059,890,3519,868,3485,865,3144,,
서울특별시 서초구,A,4,29,3,37,3,39,5,50,10,65,10,72,214087,177345
서울특별시 서초구,B,2,5,4,30,4,30,2,32,1,4,1,4,613,490
서울특별시 서초구,C,694,5225,684,4968,730,5630,613,5288,805,5796,816,5734,643944,470669
서울특별시 서초구,D,13,146,13,150,18,224,16,223,17,197,15,223,88080,26065
서울특별시 서초구,E,13,280,14,273,15,299,19,352,24,377,29,443,,
서울특별시 서초구,F,1550,68007,1399,61077,1378,62415,1275,66134,1484,61481,1474,68392,910200,853873
서울특별시 서초구,G,7939,63194,7634,62491,7646,61609,7376,58834,7758,60283,7695,57991,5478398,4993027
서울특별시 서초구,H,428,7947,451,8058,481,9084,445,10106,496,9107,492,9006,962260,563999
서울특별시 서초구,I,4972,28930,4854,30887,4845,28761,3946,23058,3987,22404,3957,23230,687017,624732
서울특별시 서초구,J,1906,28871,1839,29615,1935,31546,1998,32325,2678,40692,3204,43835,4330742,3327845
서울특별시 서초구,K,849,18157,851,18452,903,17695,870,17929,990,18118,1051,18728,2294433,2074431
서울특별시 서초구,L,2083,13871,2090,13123,2263,14742,2315,13798,2497,14554,2588,12283,4739750,2292337
서울특별시 서초구,M,5322,63484,5576,67066,5784,68183,6118,70672,6792,76455,7028,77813,,
서울특별시 서초구,N,1050,55622,1000,56213,1093,52892,1013,48830,1152,55333,1179,57412,8413102,7605453
서울특별시 서초구,P,1624,15993,1609,16182,1634,16946,1497,16747,1514,18938,1498,19127,1337548,1130624
서울특별시 서초구,Q,1568,19060,1540,20117,1535,20475,1518,21504,1605,23147,1704,25153,1840512,1668941
서울특별시 서초구,R,715,4471,681,4900,739,6119,574,5053,602,4536,607,4779,882320,640806
서울특별시 서초구,S,1716,10970,1692,10626,1704,10647,1492,9610,1446,9732,1481,10265,,
서울특별시 강남구,A,1,2,4,46,5,36,7,74,6,102,10,120,14982,12430
서울특별시 강남구,B,3,10,6,14,3,3,2,8,5,14,6,20,530,426
서울특별시 강남구,C,1166,15119,1101,14542,1204,16324,1175,15741,1536,17236,1651,16742,2746431,2025484
서울특별시 강남구,D,25,1052,39,1222,35,1144,32,979,29,1177,28,1170,131667,38880
서울특별시 강남구,E,21,725,19,696,20,693,23,582,23,846,26,818,,
서울특별시 강남구,F,1826,55646,1695,49200,1622,46642,1486,48055,1808,54117,1781,56467,1528597,1433107
서울특별시 강남구,G,12963,129770,12204,132242,12424,139602,12078,129601,12595,138920,12686,131853,15774804,14377260
서울특별시 강남구,H,640,8879,640,8917,680,8986,637,8032,688,8686,663,8608,707509,449589
서울특별시 강남구,I,8983,53967,8598,55341,9122,56730,7460,46197,7684,44488,7756,47050,1406216,1251052
서울특별시 강남구,J,4173,57496,3974,57885,3737,57949,3866,61723,5080,88596,6556,101317,11743676,9133070
서울특별시 강남구,K,1785,35780,1768,35026,1820,32407,1873,32436,1973,32962,2137,31433,4259159,3864632
서울특별시 강남구,L,4040,27805,3988,27409,4227,28866,4190,28051,3725,24751,4116,24889,9358051,4505120
서울특별시 강남구,M,7486,101846,7649,106289,7626,111024,8063,111467,9427,123286,10163,128315,,
서울특별시 강남구,N,1811,80938,1714,86539,1716,85644,1617,81872,1940,85157,1989,82400,14980780,12998335
서울특별시 강남구,P,2650,23529,2525,23392,2682,24278,2455,23406,2499,23940,2613,24368,1991118,1675481
서울특별시 강남구,Q,2949,38963,2919,40966,2866,41445,2901,43878,3110,45576,3136,47419,3809383,3462133
서울특별시 강남구,R,1130,7566,1113,8278,1201,8230,897,6782,988,7236,1077,7703,1672384,1231303
서울특별시 강남구,S,3011,20560,2897,20437,2841,19555,2298,17803,2329,16915,2393,17821,,
서울특별시 송파구,A,9,315,7,273,6,276,7,128,13,179,18,64,35535,29470
서울특별시 송파구,B,2,5,1,5,1,6,0,0,1,12,2,7,1417,1133
서울특별시 송파구,C,941,8046,972,8452,988,8571,899,8129,1023,7966,1065,8469,939283,624966
서울특별시 송파구,D,9,25,9,29,10,26,12,23,15,36,12,30,89988,26394
서울특별시 송파구,E,21,580,18,554,20,703,21,496,28,784,26,606,,
서울특별시 송파구,F,1630,45017,1608,46152,1620,42336,1430,54254,1669,58668,1723,60247,803211,753882
서울특별시 송파구,G,9277,53581,8997,55108,9294,58584,8648,59351,9207,65896,9410,64850,5425395,4944807
서울특별시 송파구,H,255,9626,288,10322,315,9289,287,9938,327,9437,352,10192,722507,469334
서울특별시 송파구,I,4626,24874,4741,26867,5007,26811,3833,20821,4026,21059,4304,23622,644725,581746
서울특별시 송파구,J,650,23105,741,26455,803,27357,870,27947,1237,32108,1518,34697,6450041,5098932
서울특별시 송파구,K,492,8729,495,8381,506,9007,478,9098,502,8848,554,8686,884533,802647
서울특별시 송파구,L,1445,12084,1473,12283,1561,12600,1400,12324,1547,11698,1643,12622,3869357,1842060
서울특별시 송파구,M,1824,25052,2065,27209,2304,30369,2423,31301,2943,38146,3240,40973,,
서울특별시 송파구,N,656,30883,680,29561,728,27390,659,25799,764,22873,794,23636,4219678,3816861
서울특별시 송파구,P,1381,11837,1369,11980,1444,13036,1279,10634,1236,11171,1278,11450,954628,811578
서울특별시 송파구,Q,1720,23954,1739,25367,1800,27630,1811,28497,1825,28432,1901,29588,2081128,1888611
서울특별시 송파구,R,790,7107,844,7899,865,7152,562,5772,602,5739,695,6644,1565282,1152294
서울특별시 송파구,S,1881,8449,1857,8447,1863,8614,1533,7394,1460,7070,1542,7557,,
서울특별시 강동구,A,4,48,3,40,0,0,2,11,5,19,5,135,4063,3407
서울특별시 강동구,B,0,0,0,0,0,0,0,0,1,3,1,1,222,178
서울특별시 강동구,C,913,5579,814,4385,739,4087,623,3381,643,3087,629,3143,145994,108719
서울특별시 강동구,D,3,94,2,89,1,4,3,7,6,25,6,46,65298,18663
서울특별시 강동구,E,10,240,11,244,12,238,14,185,17,256,16,171,,
서울특별시 강동구,F,905,17089,890,18891,845,16773,648,15191,745,16612,735,16108,1230507,1150202
서울특별시 강동구,G,3474,20288,3187,19445,3415,19886,2761,17048,3020,18709,3041,18354,1351620,1231981
서울특별시 강동구,H,170,4304,171,4679,184,4128,143,4066,147,3858,150,4200,175912,99382
서울특별시 강동구,I,2777,12392,2581,11999,2888,12815,1994,8816,2187,9753,2213,10391,290025,267741
서울특별시 강동구,J,186,1731,161,1491,151,1518,163,1994,213,1896,273,2367,293619,204264
서울특별시 강동구,K,258,4116,240,3645,210,3247,201,2914,207,2922,218,2875,208519,188142
서울특별시 강동구,L,673,3258,678,3224,821,3763,686,3040,722,3395,695,3055,1509738,709081
서울특별시 강동구,M,459,5747,489,6830,477,6851,470,6852,536,7232,591,7666,,
서울특별시 강동구,N,303,13606,316,12572,331,12017,271,10932,325,12446,345,11331,1047580,955658
서울특별시 강동구,P,868,7362,804,7121,824,6728,780,6429,822,6855,824,7141,498159,423472
서울특별시 강동구,Q,1201,16966,1219,18174,1241,18781,1244,20919,1309,22895,1362,24729,1214430,1100908
서울특별시 강동구,R,456,2433,408,2210,403,2159,275,1507,283,1597,303,1831,303779,232099
서울특별시 강동구,S,1042,4572,1019,4554,1026,4257,851,3393,821,3298,833,3290,,
부산광역시 중구,A,21,1329,21,1644,20,1670,18,1596,16,1129,18,1101,97613,80849
부산광역시 중구,B,1,19,1,17,2,27,1,9,1,5,1,3,0,0
부산광역시 중구,C,241,948,240,1160,185,997,171,810,180,770,182,764,17084,15322
부산광역시 중구,D,0,0,0,0,0,0,0,0,1,8,1,1,1165,361
부산광역시 중구,E,6,147,7,154,7,146,8,151,10,157,11,184,,
부산광역시 중구,F,94,1447,86,1282,88,1249,79,1396,105,1466,106,1510,143425,134836
부산광역시 중구,G,2360,9324,2205,8860,2115,8324,1666,6402,1691,6865,1669,7008,331359,308390
부산광역시 중구,H,1739,19737,1725,19966,1671,19256,1643,17491,1656,19825,1667,20619,766518,532791
부산광역시 중구,I,1541,7159,1471,6980,1362,6124,932,4115,1062,4495,1119,5102,98916,75475
부산광역시 중구,J,68,808,69,750,65,629,58,523,64,505,71,493,35314,22770
부산광역시 중구,K,170,2250,173,2235,165,2209,140,1789,155,2173,151,2033,366014,334372
부산광역시 중구,L,234,852,236,918,248,866,250,879,338,1076,348,1005,270025,141016
부산광역시 중구,M,194,2036,202,2109,204,2075,179,2456,199,2078,198,2116,,
부산광역시 중구,N,345,5552,334,5305,307,5357,269,5468,271,5092,271,5265,648201,629427
부산광역시 중구,P,93,799,96,836,99,864,84,740,90,753,96,731,49881,43746
부산광역시 중구,Q,201,2495,204,2794,220,3382,222,3701,221,4080,226,3759,170837,155151
부산광역시 중구,R,125,620,120,593,107,462,79,335,82,369,88,513,100228,78228
부산광역시 중구,S,380,1258,376,1347,363,1423,300,1207,299,1153,302,1130,,
부산광역시 서구,A,22,985,20,1054,18,997,17,1286,17,888,17,976,143363,118694
부산광역시 서구,B,3,34,3,22,3,19,2,2,3,7,3,6,0,0
부산광역시 서구,C,279,2736,270,2847,260,2636,208,2222,176,2262,189,2264,140892,111230
부산광역시 서구,D,3,87,4,75,3,71,4,74,2,68,2,70,2659,788
부산광역시 서구,E,9,183,8,178,9,177,8,171,8,175,9,191,,
부산광역시 서구,F,165,1418,167,1267,163,1201,120,1063,101,1078,102,1171,228779,215351
부산광역시 서구,G,1583,6658,1503,6447,1566,6627,1384,5816,1312,5310,1303,5396,686765,659438
부산광역시 서구,H,164,2738,171,2746,180,2572,144,2117,144,2377,154,2530,178962,129711
부산광역시 서구,I,914,3546,903,3662,938,3943,607,2625,614,2688,726,3105,69983,65380
부산광역시 서구,J,16,66,20,83,22,154,18,142,12,108,13,127,34783,14014
부산광역시 서구,K,55,480,54,498,53,507,53,490,50,474,53,467,89326,82923
부산광역시 서구,L,143,589,145,611,162,682,137,439,131,436,131,472,233746,127642
부산광역시 서구,M,92,495,91,464,92,443,91,446,82,442,87,445,,
부산광역시 서구,N,141,1764,135,1748,139,2317,122,2117,104,1619,125,1586,112378,108523
부산광역시 서구,P,143,1892,150,1689,167,1883,159,1707,141,1773,157,1899,157773,123006
부산광역시 서구,Q,261,9552,254,10304,269,10774,284,11778,267,11870,285,12375,918849,823651
부산광역시 서구,R,72,394,73,415,81,430,64,357,67,348,68,359,54913,42612
부산광역시 서구,S,353,1234,360,1161,348,1164,297,938,274,869,309,977,,
